"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ/s","AMD/s^-1"
"2P3/2","4G5/2",102,54,26391.,17303.,1100.3,0.1,4.68e-7,2.13e6
"2P3/2","4G5/2",102,55,26391.,17321.,1102.5,0.1,0.0000869,11500.
"2P3/2","4G5/2",102,56,26391.,17362.,1107.5,0.1,5.54e-6,180000.
"2P3/2","4G7/2",102,57,26391.,17495.,1124.,0.1,0.0000276,36100.
"2P3/2","2G7/2",102,58,26391.,17515.,1126.6,0.1,0.0000158,62900.
"2P3/2","4G5/2",102,59,26391.,17569.,1133.5,0.1,0.0000257,38800.
"2P3/2","4G5/2",102,60,26391.,17610.,1138.7,0.1,0.0000196,50800.
"2P3/2","4G7/2",102,61,26391.,19137.,1378.4,0.2,0.0000653,15300.
"2P3/2","4G7/2",102,62,26391.,19246.,1399.5,0.2,0.000565,1760.
"2P3/2","4G7/2",102,63,26391.,19269.,1404.1,0.2,0.00186,537.
"2P3/2","4G7/2",102,64,26391.,19325.,1415.2,0.2,0.0000231,43200.
"2P3/2","2K13/2",102,65,26391.,19576.,1467.3,0.3,0.000639,1560.
"2P3/2","4G9/2",102,66,26391.,19627.,1478.3,0.3,0.000062,16100.
"2P3/2","4G9/2",102,67,26391.,19643.,1481.9,0.3,0.00376,265.
"2P3/2","4G9/2",102,68,26391.,19685.,1491.2,0.3,0.000473,2110.
"2P3/2","4G9/2",102,69,26391.,19700.,1494.6,0.3,0.00112,890.
"2P3/2","4G9/2",102,70,26391.,19731.,1501.5,0.3,0.00622,160.
"2P3/2","2K13/2",102,71,26391.,19747.,1505.,0.3,0.0228,43.7
"2P3/2","2K13/2",102,72,26391.,19793.,1515.4,0.3,0.00774,129.
"2P3/2","2K13/2",102,73,26391.,19839.,1526.3,0.3,0.0208,47.9
"2P3/2","2K13/2",102,74,26391.,19898.,1540.,0.3,0.00442,225.
"2P3/2","2K13/2",102,75,26391.,19952.,1553.1,0.3,0.0031,321.
"2P3/2","2K13/2",102,76,26391.,19977.,1559.,0.3,0.000338,2950.
"2P3/2","2G9/2",102,77,26391.,21155.,1909.7,0.5,0.002,499.
"2P3/2","2G9/2",102,78,26391.,21184.,1920.4,0.5,0.00394,253.
"2P3/2","2G9/2",102,79,26391.,21206.,1928.7,0.5,0.000739,1350.
"2P3/2","2G9/2",102,80,26391.,21246.,1943.4,0.5,0.0422,23.6
"2P3/2","2G9/2",102,81,26391.,21275.,1954.5,0.5,0.01,99.2
"2P3/2","2D3/2",102,82,26391.,21342.,1980.6,0.5,0.1,9.92
"2P3/2","2D3/2",102,83,26391.,21360.,1987.4,0.5,0.188,5.31
"2P3/2","4G11/2",102,84,26391.,21540.,2061.3,0.6,0.000195,5100.
"2P3/2","4G11/2",102,85,26391.,21625.,2098.,0.6,0.00283,352.
"2P3/2","2K15/2",102,86,26391.,21641.,2105.1,0.6,0.0201,49.7
"2P3/2","4G11/2",102,87,26391.,21712.,2137.2,0.6,0.00988,101.
"2P3/2","2K15/2",102,88,26391.,21765.,2161.6,0.6,0.0088,113.
"2P3/2","2K15/2",102,89,26391.,21778.,2167.7,0.6,0.0000122,81600.
"2P3/2","4G11/2",102,90,26391.,21791.,2173.6,0.6,0.00131,757.
"2P3/2","4G11/2",102,91,26391.,21819.,2186.9,0.6,0.00388,257.
"2P3/2","4G11/2",102,92,26391.,21831.,2192.7,0.6,0.0000789,12600.
"2P3/2","2K15/2",102,93,26391.,21872.,2212.6,0.6,0.0174,57.3
"2P3/2","2K15/2",102,94,26391.,21894.,2223.5,0.6,0.00198,504.
"2P3/2","2K15/2",102,95,26391.,21941.,2246.9,0.7,0.00162,615.
"2P3/2","2K15/2",102,96,26391.,21967.,2260.4,0.7,0.00052,1920.
"2P3/2","4G11/2",102,97,26391.,21997.,2275.5,0.7,0.0212,47.1
"2P3/2","2P1/2",102,98,26391.,23467.,3419.,1.,0.000112,8910.
"2P3/2","2D5/2",102,99,26391.,23988.,4161.,2.,0.032,31.2
"2P3/2","2D5/2",102,100,26391.,24038.,4249.,2.,0.0103,96.3
"2P3/2","2D5/2",102,101,26391.,24078.,4323.,2.,0.000387,2580.
"2P3/2","4I9/2",103,1,26427.,0.,378.4,0.02,0.000339,2940.
"2P3/2","4I9/2",103,2,26427.,44.,379.03,0.02,0.000306,3260.
"2P3/2","4I9/2",103,3,26427.,148.,380.54,0.02,0.0000116,85700.
"2P3/2","4I9/2",103,4,26427.,299.,382.73,0.02,0.000121,8250.
"2P3/2","4I9/2",103,5,26427.,508.,385.81,0.02,3.04e-8,3.28e7
"2P3/2","4I11/2",103,6,26427.,1965.,408.8,0.02,0.000111,8930.
"2P3/2","4I11/2",103,7,26427.,2027.,409.84,0.02,0.000342,2920.
"2P3/2","4I11/2",103,8,26427.,2071.,410.57,0.02,0.00155,644.
"2P3/2","4I11/2",103,9,26427.,2090.,410.89,0.02,0.000297,3360.
"2P3/2","4I11/2",103,10,26427.,2194.,412.65,0.02,7.18e-6,139000.
"2P3/2","4I11/2",103,11,26427.,2227.,413.22,0.02,0.000153,6510.
"2P3/2","4I13/2",103,12,26427.,3903.,443.96,0.02,0.0000775,12800.
"2P3/2","4I13/2",103,13,26427.,3970.,445.29,0.02,0.00194,514.
"2P3/2","4I13/2",103,14,26427.,4033.,446.56,0.02,0.000119,8340.
"2P3/2","4I13/2",103,15,26427.,4087.,447.63,0.02,0.00499,200.
"2P3/2","4I13/2",103,16,26427.,4116.,448.2,0.02,0.000461,2160.
"2P3/2","4I13/2",103,17,26427.,4206.,450.02,0.02,0.000223,4470.
"2P3/2","4I13/2",103,18,26427.,4267.,451.26,0.02,0.00041,2430.
"2P3/2","4I15/2",103,19,26427.,5796.,484.7,0.03,0.000197,5050.
"2P3/2","4I15/2",103,20,26427.,5864.,486.3,0.03,0.000282,3540.
"2P3/2","4I15/2",103,21,26427.,5991.,489.33,0.03,0.0000734,13600.
"2P3/2","4I15/2",103,22,26427.,6155.,493.3,0.03,0.0000313,31800.
"2P3/2","4I15/2",103,23,26427.,6177.,493.83,0.03,5.23e-7,1.91e6
"2P3/2","4I15/2",103,24,26427.,6305.,496.96,0.03,0.000188,5300.
"2P3/2","4I15/2",103,25,26427.,6437.,500.24,0.03,0.0000475,21000.
"2P3/2","4I15/2",103,26,26427.,6530.,502.6,0.03,0.0000283,35200.
"2P3/2","4F3/2",103,27,26427.,11599.,674.39,0.06,0.0000989,10100.
"2P3/2","4F3/2",103,28,26427.,11641.,676.32,0.06,0.00957,104.
"2P3/2","2H9/2",103,29,26427.,12585.,722.45,0.07,0.0019,524.
"2P3/2","4F5/2",103,30,26427.,12599.,723.17,0.07,0.0352,28.3
"2P3/2","4F5/2",103,31,26427.,12640.,725.35,0.07,0.0858,11.6
"2P3/2","4F5/2",103,32,26427.,12684.,727.64,0.07,0.102,9.79
"2P3/2","4F5/2",103,33,26427.,12709.,728.98,0.07,0.0147,67.7
"2P3/2","2H9/2",103,34,26427.,12769.,732.2,0.07,0.0488,20.4
"2P3/2","2H9/2",103,35,26427.,12856.,736.88,0.07,0.0197,50.5
"2P3/2","2H9/2",103,36,26427.,12884.,738.38,0.07,0.00342,292.
"2P3/2","4F7/2",103,37,26427.,13525.,775.07,0.08,0.000486,2050.
"2P3/2","4F7/2",103,38,26427.,13594.,779.24,0.08,0.00127,782.
"2P3/2","4S3/2",103,39,26427.,13674.,784.17,0.08,0.00358,279.
"2P3/2","4S3/2",103,40,26427.,13682.,784.64,0.08,0.0216,46.2
"2P3/2","4F7/2",103,41,26427.,13693.,785.32,0.08,0.0256,39.
"2P3/2","4F7/2",103,42,26427.,13728.,787.46,0.08,0.000523,1910.
"2P3/2","4F9/2",103,43,26427.,14845.,863.4,0.1,0.00185,538.
"2P3/2","4F9/2",103,44,26427.,14864.,864.8,0.1,0.0125,79.8
"2P3/2","4F9/2",103,45,26427.,14896.,867.2,0.1,0.00128,778.
"2P3/2","4F9/2",103,46,26427.,14930.,869.8,0.1,0.00149,669.
"2P3/2","4F9/2",103,47,26427.,14959.,872.,0.1,0.00021,4760.
"2P3/2","2H11/2",103,48,26427.,16032.,961.9,0.1,0.00103,969.
"2P3/2","2H11/2",103,49,26427.,16049.,963.6,0.1,0.00059,1690.
"2P3/2","2H11/2",103,50,26427.,16055.,964.1,0.1,0.00159,626.
"2P3/2","2H11/2",103,51,26427.,16073.,965.8,0.1,0.0003,3320.
"2P3/2","2H11/2",103,52,26427.,16100.,968.3,0.1,0.00162,616.
"2P3/2","2H11/2",103,53,26427.,16142.,972.3,0.1,0.0000147,67600.
"2P3/2","4G5/2",103,54,26427.,17303.,1096.,0.1,8.93e-6,111000.
"2P3/2","4G5/2",103,55,26427.,17321.,1098.2,0.1,0.000298,3350.
"2P3/2","4G5/2",103,56,26427.,17362.,1103.2,0.1,0.000261,3810.
"2P3/2","4G7/2",103,57,26427.,17495.,1119.5,0.1,0.000111,8980.
"2P3/2","2G7/2",103,58,26427.,17515.,1122.1,0.1,0.0000766,13000.
"2P3/2","4G5/2",103,59,26427.,17569.,1129.,0.1,0.000101,9820.
"2P3/2","4G5/2",103,60,26427.,17610.,1134.1,0.1,0.0000274,36400.
"2P3/2","4G7/2",103,61,26427.,19137.,1371.7,0.2,0.000412,2420.
"2P3/2","4G7/2",103,62,26427.,19246.,1392.6,0.2,0.0000264,37800.
"2P3/2","4G7/2",103,63,26427.,19269.,1397.1,0.2,0.000143,6960.
"2P3/2","4G7/2",103,64,26427.,19325.,1408.1,0.2,0.0000521,19100.
"2P3/2","2K13/2",103,65,26427.,19576.,1459.7,0.3,0.00198,503.
"2P3/2","4G9/2",103,66,26427.,19627.,1470.6,0.3,0.00266,375.
"2P3/2","4G9/2",103,67,26427.,19643.,1474.2,0.3,0.00138,720.
"2P3/2","4G9/2",103,68,26427.,19685.,1483.3,0.3,0.00104,958.
"2P3/2","4G9/2",103,69,26427.,19700.,1486.6,0.3,0.00197,505.
"2P3/2","4G9/2",103,70,26427.,19731.,1493.5,0.3,0.0048,208.
"2P3/2","2K13/2",103,71,26427.,19747.,1497.,0.3,0.00119,837.
"2P3/2","2K13/2",103,72,26427.,19793.,1507.3,0.3,0.00247,404.
"2P3/2","2K13/2",103,73,26427.,19839.,1518.,0.3,0.00465,214.
"2P3/2","2K13/2",103,74,26427.,19898.,1531.6,0.3,0.00557,179.
"2P3/2","2K13/2",103,75,26427.,19952.,1544.5,0.3,0.0025,398.
"2P3/2","2K13/2",103,76,26427.,19977.,1550.4,0.3,0.00426,234.
"2P3/2","2G9/2",103,77,26427.,21155.,1896.8,0.5,0.00106,938.
"2P3/2","2G9/2",103,78,26427.,21184.,1907.4,0.5,0.00127,781.
"2P3/2","2G9/2",103,79,26427.,21206.,1915.5,0.5,0.00468,213.
"2P3/2","2G9/2",103,80,26427.,21246.,1930.,0.5,0.0033,302.
"2P3/2","2G9/2",103,81,26427.,21275.,1941.,0.5,0.0197,50.7
"2P3/2","2D3/2",103,82,26427.,21342.,1966.8,0.5,0.17,5.87
"2P3/2","2D3/2",103,83,26427.,21360.,1973.4,0.5,0.00337,296.
"2P3/2","4G11/2",103,84,26427.,21540.,2046.3,0.5,0.000829,1200.
"2P3/2","4G11/2",103,85,26427.,21625.,2082.5,0.6,0.00474,210.
"2P3/2","2K15/2",103,86,26427.,21641.,2089.4,0.6,0.0517,19.3
"2P3/2","4G11/2",103,87,26427.,21712.,2121.,0.6,0.0107,93.2
"2P3/2","2K15/2",103,88,26427.,21765.,2145.1,0.6,0.000272,3670.
"2P3/2","2K15/2",103,89,26427.,21778.,2151.1,0.6,8.18e-6,122000.
"2P3/2","4G11/2",103,90,26427.,21791.,2156.9,0.6,0.000521,1910.
"2P3/2","4G11/2",103,91,26427.,21819.,2170.,0.6,0.000209,4760.
"2P3/2","4G11/2",103,92,26427.,21831.,2175.7,0.6,0.00172,581.
"2P3/2","2K15/2",103,93,26427.,21872.,2195.3,0.6,0.000359,2780.
"2P3/2","2K15/2",103,94,26427.,21894.,2206.1,0.6,0.00517,193.
"2P3/2","2K15/2",103,95,26427.,21941.,2229.,0.7,0.00381,262.
"2P3/2","2K15/2",103,96,26427.,21967.,2242.4,0.7,0.001,997.
"2P3/2","4G11/2",103,97,26427.,21997.,2257.2,0.7,0.001,995.
"2P3/2","2P1/2",103,98,26427.,23467.,3378.,1.,0.0406,24.5
"2P3/2","2D5/2",103,99,26427.,23988.,4101.,2.,0.000785,1270.
"2P3/2","2D5/2",103,100,26427.,24038.,4186.,2.,0.00103,969.
"2P3/2","2D5/2",103,101,26427.,24078.,4257.,2.,0.018,55.4
"2P3/2","2P3/2",103,102,26427.,26391.,280000.,10000.,8.59e-9,1.16e8
"4D3/2","4I9/2",104,1,28346.,0.,352.78,0.01,0.00482,207.
"4D3/2","4I9/2",104,2,28346.,44.,353.33,0.01,0.00415,240.
"4D3/2","4I9/2",104,3,28346.,148.,354.64,0.01,0.000321,3100.
"4D3/2","4I9/2",104,4,28346.,299.,356.55,0.01,0.00163,610.
"4D3/2","4I9/2",104,5,28346.,508.,359.22,0.01,0.00226,441.
"4D3/2","4I11/2",104,6,28346.,1965.,379.06,0.02,0.00252,396.
"4D3/2","4I11/2",104,7,28346.,2027.,379.96,0.02,0.000481,2070.
"4D3/2","4I11/2",104,8,28346.,2071.,380.58,0.02,0.0674,14.8
"4D3/2","4I11/2",104,9,28346.,2090.,380.86,0.02,0.0273,36.5
"4D3/2","4I11/2",104,10,28346.,2194.,382.37,0.02,0.000469,2120.
"4D3/2","4I11/2",104,11,28346.,2227.,382.86,0.02,0.000383,2600.
"4D3/2","4I13/2",104,12,28346.,3903.,409.11,0.02,0.000355,2810.
"4D3/2","4I13/2",104,13,28346.,3970.,410.24,0.02,0.00461,216.
"4D3/2","4I13/2",104,14,28346.,4033.,411.31,0.02,0.0112,89.2
"4D3/2","4I13/2",104,15,28346.,4087.,412.22,0.02,0.000733,1360.
"4D3/2","4I13/2",104,16,28346.,4116.,412.7,0.02,0.0006,1660.
"4D3/2","4I13/2",104,17,28346.,4206.,414.24,0.02,0.000411,2420.
"4D3/2","4I13/2",104,18,28346.,4267.,415.3,0.02,0.000262,3800.
"4D3/2","4I15/2",104,19,28346.,5796.,443.46,0.02,5.58e-6,179000.
"4D3/2","4I15/2",104,20,28346.,5864.,444.79,0.02,0.000113,8820.
"4D3/2","4I15/2",104,21,28346.,5991.,447.33,0.02,0.00156,639.
"4D3/2","4I15/2",104,22,28346.,6155.,450.65,0.02,5.31e-6,188000.
"4D3/2","4I15/2",104,23,28346.,6177.,451.08,0.02,0.000214,4650.
"4D3/2","4I15/2",104,24,28346.,6305.,453.7,0.02,0.00285,349.
"4D3/2","4I15/2",104,25,28346.,6437.,456.43,0.02,0.00132,757.
"4D3/2","4I15/2",104,26,28346.,6530.,458.39,0.02,0.0000699,14200.
"4D3/2","4F3/2",104,27,28346.,11599.,597.12,0.05,0.00667,149.
"4D3/2","4F3/2",104,28,28346.,11641.,598.63,0.05,0.00511,195.
"4D3/2","2H9/2",104,29,28346.,12585.,634.49,0.05,0.00564,177.
"4D3/2","4F5/2",104,30,28346.,12599.,635.05,0.05,0.00152,654.
"4D3/2","4F5/2",104,31,28346.,12640.,636.73,0.05,0.00902,110.
"4D3/2","4F5/2",104,32,28346.,12684.,638.49,0.05,0.000448,2220.
"4D3/2","4F5/2",104,33,28346.,12709.,639.52,0.05,0.0205,48.6
"4D3/2","2H9/2",104,34,28346.,12769.,642.,0.05,0.00493,202.
"4D3/2","2H9/2",104,35,28346.,12856.,645.59,0.05,0.000172,5780.
"4D3/2","2H9/2",104,36,28346.,12884.,646.75,0.05,0.00132,757.
"4D3/2","4F7/2",104,37,28346.,13525.,674.72,0.06,0.00135,735.
"4D3/2","4F7/2",104,38,28346.,13594.,677.88,0.06,0.000468,2130.
"4D3/2","4S3/2",104,39,28346.,13674.,681.6,0.06,0.00028,3560.
"4D3/2","4S3/2",104,40,28346.,13682.,681.96,0.06,0.00266,375.
"4D3/2","4F7/2",104,41,28346.,13693.,682.47,0.06,0.00652,153.
"4D3/2","4F7/2",104,42,28346.,13728.,684.09,0.06,0.00121,823.
"4D3/2","4F9/2",104,43,28346.,14845.,740.69,0.07,0.0189,52.7
"4D3/2","4F9/2",104,44,28346.,14864.,741.76,0.07,0.000046,21700.
"4D3/2","4F9/2",104,45,28346.,14896.,743.49,0.07,0.00163,611.
"4D3/2","4F9/2",104,46,28346.,14930.,745.4,0.07,0.00121,820.
"4D3/2","4F9/2",104,47,28346.,14959.,747.03,0.07,0.000566,1760.
"4D3/2","2H11/2",104,48,28346.,16032.,812.07,0.09,0.000173,5760.
"4D3/2","2H11/2",104,49,28346.,16049.,813.24,0.09,0.000109,9140.
"4D3/2","2H11/2",104,50,28346.,16055.,813.63,0.09,0.000169,5880.
"4D3/2","2H11/2",104,51,28346.,16073.,814.82,0.09,0.0000139,71600.
"4D3/2","2H11/2",104,52,28346.,16100.,816.58,0.09,0.0052,192.
"4D3/2","2H11/2",104,53,28346.,16142.,819.42,0.09,0.0000139,71500.
"4D3/2","4G5/2",104,54,28346.,17303.,905.6,0.1,0.0000592,16800.
"4D3/2","4G5/2",104,55,28346.,17321.,907.,0.1,0.0027,370.
"4D3/2","4G5/2",104,56,28346.,17362.,910.4,0.1,0.000119,8350.
"4D3/2","4G7/2",104,57,28346.,17495.,921.6,0.1,0.000859,1160.
"4D3/2","2G7/2",104,58,28346.,17515.,923.3,0.1,0.000938,1060.
"4D3/2","4G5/2",104,59,28346.,17569.,927.9,0.1,0.000503,1980.
"4D3/2","4G5/2",104,60,28346.,17610.,931.4,0.1,0.000959,1040.
"4D3/2","4G7/2",104,61,28346.,19137.,1085.9,0.1,5.73e-6,174000.
"4D3/2","4G7/2",104,62,28346.,19246.,1098.9,0.1,0.00255,391.
"4D3/2","4G7/2",104,63,28346.,19269.,1101.7,0.1,0.000218,4560.
"4D3/2","4G7/2",104,64,28346.,19325.,1108.5,0.1,0.00126,789.
"4D3/2","2K13/2",104,65,28346.,19576.,1140.3,0.1,0.00064,1560.
"4D3/2","4G9/2",104,66,28346.,19627.,1146.9,0.1,0.00205,486.
"4D3/2","4G9/2",104,67,28346.,19643.,1149.1,0.1,0.00133,747.
"4D3/2","4G9/2",104,68,28346.,19685.,1154.6,0.1,0.0028,355.
"4D3/2","4G9/2",104,69,28346.,19700.,1156.7,0.1,0.00662,150.
"4D3/2","4G9/2",104,70,28346.,19731.,1160.8,0.1,0.00858,116.
"4D3/2","2K13/2",104,71,28346.,19747.,1162.9,0.1,0.00559,178.
"4D3/2","2K13/2",104,72,28346.,19793.,1169.1,0.1,0.00012,8280.
"4D3/2","2K13/2",104,73,28346.,19839.,1175.6,0.1,0.00476,209.
"4D3/2","2K13/2",104,74,28346.,19898.,1183.7,0.1,0.000117,8490.
"4D3/2","2K13/2",104,75,28346.,19952.,1191.4,0.2,0.00111,895.
"4D3/2","2K13/2",104,76,28346.,19977.,1194.9,0.2,0.0000137,72700.
"4D3/2","2G9/2",104,77,28346.,21155.,1390.6,0.2,0.000165,6030.
"4D3/2","2G9/2",104,78,28346.,21184.,1396.3,0.2,0.00216,460.
"4D3/2","2G9/2",104,79,28346.,21206.,1400.7,0.2,0.00387,257.
"4D3/2","2G9/2",104,80,28346.,21246.,1408.4,0.2,0.00138,724.
"4D3/2","2G9/2",104,81,28346.,21275.,1414.2,0.2,0.00742,134.
"4D3/2","2D3/2",104,82,28346.,21342.,1427.9,0.2,0.000691,1440.
"4D3/2","2D3/2",104,83,28346.,21360.,1431.4,0.2,0.00159,625.
"4D3/2","4G11/2",104,84,28346.,21540.,1469.3,0.3,0.00015,6640.
"4D3/2","4G11/2",104,85,28346.,21625.,1487.9,0.3,0.0000529,18800.
"4D3/2","2K15/2",104,86,28346.,21641.,1491.4,0.3,0.000129,7690.
"4D3/2","4G11/2",104,87,28346.,21712.,1507.5,0.3,0.00149,668.
"4D3/2","2K15/2",104,88,28346.,21765.,1519.6,0.3,0.00293,340.
"4D3/2","2K15/2",104,89,28346.,21778.,1522.6,0.3,0.00073,1360.
"4D3/2","4G11/2",104,90,28346.,21791.,1525.5,0.3,0.000141,7050.
"4D3/2","4G11/2",104,91,28346.,21819.,1532.,0.3,0.000088,11300.
"4D3/2","4G11/2",104,92,28346.,21831.,1534.9,0.3,0.00255,392.
"4D3/2","2K15/2",104,93,28346.,21872.,1544.6,0.3,0.0000629,15800.
"4D3/2","2K15/2",104,94,28346.,21894.,1549.9,0.3,0.00461,216.
"4D3/2","2K15/2",104,95,28346.,21941.,1561.2,0.3,0.00162,613.
"4D3/2","2K15/2",104,96,28346.,21967.,1567.8,0.3,0.000144,6920.
"4D3/2","4G11/2",104,97,28346.,21997.,1575.,0.3,0.00266,374.
"4D3/2","2P1/2",104,98,28346.,23467.,2049.7,0.5,0.0264,37.8
"4D3/2","2D5/2",104,99,28346.,23988.,2295.,0.7,0.000894,1110.
"4D3/2","2D5/2",104,100,28346.,24038.,2321.4,0.7,0.00078,1280.
"4D3/2","2D5/2",104,101,28346.,24078.,2343.3,0.7,0.00146,680.
"4D3/2","2P3/2",104,102,28346.,26391.,5116.,3.,0.0000405,24600.
"4D3/2","2P3/2",104,103,28346.,26427.,5211.,3.,7.1e-6,140000.
"4D3/2","4I9/2",105,1,28375.,0.,352.42,0.01,0.0102,97.
"4D3/2","4I9/2",105,2,28375.,44.,352.96,0.01,0.0513,19.4
"4D3/2","4I9/2",105,3,28375.,148.,354.27,0.01,0.0116,86.
"4D3/2","4I9/2",105,4,28375.,299.,356.17,0.01,0.036,27.7
"4D3/2","4I9/2",105,5,28375.,508.,358.84,0.01,0.00434,230.
"4D3/2","4I11/2",105,6,28375.,1965.,378.64,0.02,0.00174,571.
"4D3/2","4I11/2",105,7,28375.,2027.,379.53,0.02,0.0161,61.9
"4D3/2","4I11/2",105,8,28375.,2071.,380.16,0.02,0.00408,244.
"4D3/2","4I11/2",105,9,28375.,2090.,380.44,0.02,0.001,997.
"4D3/2","4I11/2",105,10,28375.,2194.,381.94,0.02,0.00267,374.
"4D3/2","4I11/2",105,11,28375.,2227.,382.43,0.02,0.0079,126.
"4D3/2","4I13/2",105,12,28375.,3903.,408.62,0.02,0.000176,5650.
"4D3/2","4I13/2",105,13,28375.,3970.,409.75,0.02,0.00983,101.
"4D3/2","4I13/2",105,14,28375.,4033.,410.82,0.02,0.000307,3250.
"4D3/2","4I13/2",105,15,28375.,4087.,411.73,0.02,0.0098,101.
"4D3/2","4I13/2",105,16,28375.,4116.,412.21,0.02,0.00506,197.
"4D3/2","4I13/2",105,17,28375.,4206.,413.74,0.02,0.00147,676.
"4D3/2","4I13/2",105,18,28375.,4267.,414.8,0.02,0.000535,1860.
"4D3/2","4I15/2",105,19,28375.,5796.,442.88,0.02,0.000246,4050.
"4D3/2","4I15/2",105,20,28375.,5864.,444.21,0.02,0.00102,975.
"4D3/2","4I15/2",105,21,28375.,5991.,446.74,0.02,0.000457,2180.
"4D3/2","4I15/2",105,22,28375.,6155.,450.05,0.02,0.00523,191.
"4D3/2","4I15/2",105,23,28375.,6177.,450.49,0.02,0.000224,4440.
"4D3/2","4I15/2",105,24,28375.,6305.,453.09,0.02,0.000469,2120.
"4D3/2","4I15/2",105,25,28375.,6437.,455.82,0.02,0.00103,968.
"4D3/2","4I15/2",105,26,28375.,6530.,457.77,0.02,0.000167,5970.
"4D3/2","4F3/2",105,27,28375.,11599.,596.07,0.05,0.000226,4410.
"4D3/2","4F3/2",105,28,28375.,11641.,597.58,0.05,0.000577,1730.
"4D3/2","2H9/2",105,29,28375.,12585.,633.31,0.05,0.000988,1010.
"4D3/2","4F5/2",105,30,28375.,12599.,633.87,0.05,0.00163,611.
"4D3/2","4F5/2",105,31,28375.,12640.,635.54,0.05,0.00114,871.
"4D3/2","4F5/2",105,32,28375.,12684.,637.3,0.05,0.000027,37000.
"4D3/2","4F5/2",105,33,28375.,12709.,638.32,0.05,0.00241,413.
"4D3/2","2H9/2",105,34,28375.,12769.,640.79,0.05,0.000582,1710.
"4D3/2","2H9/2",105,35,28375.,12856.,644.37,0.05,0.000255,3910.
"4D3/2","2H9/2",105,36,28375.,12884.,645.52,0.05,0.000161,6180.
"4D3/2","4F7/2",105,37,28375.,13525.,673.39,0.06,0.000125,7950.
"4D3/2","4F7/2",105,38,28375.,13594.,676.53,0.06,0.000498,2000.
"4D3/2","4S3/2",105,39,28375.,13674.,680.24,0.06,0.0237,42.1
"4D3/2","4S3/2",105,40,28375.,13682.,680.6,0.06,0.0000138,71900.
"4D3/2","4F7/2",105,41,28375.,13693.,681.11,0.06,0.00161,619.
"4D3/2","4F7/2",105,42,28375.,13728.,682.72,0.06,0.00572,174.
"4D3/2","4F9/2",105,43,28375.,14845.,739.08,0.07,0.00984,101.
"4D3/2","4F9/2",105,44,28375.,14864.,740.15,0.07,0.000184,5420.
"4D3/2","4F9/2",105,45,28375.,14896.,741.87,0.07,0.00121,820.
"4D3/2","4F9/2",105,46,28375.,14930.,743.77,0.07,0.0232,43.
"4D3/2","4F9/2",105,47,28375.,14959.,745.4,0.07,0.000202,4930.
"4D3/2","2H11/2",105,48,28375.,16032.,810.14,0.09,0.00488,204.
"4D3/2","2H11/2",105,49,28375.,16049.,811.3,0.09,0.000449,2220.
"4D3/2","2H11/2",105,50,28375.,16055.,811.69,0.09,0.000686,1450.
"4D3/2","2H11/2",105,51,28375.,16073.,812.88,0.09,0.000514,1940.
"4D3/2","2H11/2",105,52,28375.,16100.,814.63,0.09,0.00053,1880.
"4D3/2","2H11/2",105,53,28375.,16142.,817.45,0.09,0.000149,6690.
"4D3/2","4G5/2",105,54,28375.,17303.,903.2,0.1,0.000549,1820.
"4D3/2","4G5/2",105,55,28375.,17321.,904.6,0.1,0.00465,214.
"4D3/2","4G5/2",105,56,28375.,17362.,908.,0.1,0.00058,1720.
"4D3/2","4G7/2",105,57,28375.,17495.,919.1,0.1,0.00185,538.
"4D3/2","2G7/2",105,58,28375.,17515.,920.8,0.1,0.000338,2950.
"4D3/2","4G5/2",105,59,28375.,17569.,925.4,0.1,0.00134,743.
"4D3/2","4G5/2",105,60,28375.,17610.,928.9,0.1,0.00336,296.
"4D3/2","4G7/2",105,61,28375.,19137.,1082.4,0.1,0.000167,5960.
"4D3/2","4G7/2",105,62,28375.,19246.,1095.4,0.1,0.000311,3210.
"4D3/2","4G7/2",105,63,28375.,19269.,1098.2,0.1,6.91e-7,1.44e6
"4D3/2","4G7/2",105,64,28375.,19325.,1104.9,0.1,0.0000937,10600.
"4D3/2","2K13/2",105,65,28375.,19576.,1136.5,0.1,0.000271,3680.
"4D3/2","4G9/2",105,66,28375.,19627.,1143.1,0.1,0.0000854,11600.
"4D3/2","4G9/2",105,67,28375.,19643.,1145.2,0.1,0.000295,3380.
"4D3/2","4G9/2",105,68,28375.,19685.,1150.7,0.1,0.00687,145.
"4D3/2","4G9/2",105,69,28375.,19700.,1152.7,0.1,0.00105,948.
"4D3/2","4G9/2",105,70,28375.,19731.,1156.9,0.1,0.00216,460.
"4D3/2","2K13/2",105,71,28375.,19747.,1158.9,0.1,0.00001,99100.
"4D3/2","2K13/2",105,72,28375.,19793.,1165.1,0.1,0.000332,3000.
"4D3/2","2K13/2",105,73,28375.,19839.,1171.5,0.1,0.000071,14000.
"4D3/2","2K13/2",105,74,28375.,19898.,1179.6,0.1,0.0000418,23900.
"4D3/2","2K13/2",105,75,28375.,19952.,1187.2,0.1,0.00147,676.
"4D3/2","2K13/2",105,76,28375.,19977.,1190.7,0.2,3.8e-6,262000.
"4D3/2","2G9/2",105,77,28375.,21155.,1385.,0.2,0.000552,1810.
"4D3/2","2G9/2",105,78,28375.,21184.,1390.6,0.2,0.000506,1970.
