"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ/s","AMD/s^-1"
"2F7/2","4I15/2",177,19,66720.,5796.,164.138,0.003,4.15e-6,240000.
"2F7/2","4I15/2",177,20,66720.,5864.,164.32,0.003,0.0000121,82300.
"2F7/2","4I15/2",177,21,66720.,5991.,164.665,0.003,0.000456,2190.
"2F7/2","4I15/2",177,22,66720.,6155.,165.112,0.003,0.0000464,21500.
"2F7/2","4I15/2",177,23,66720.,6177.,165.171,0.003,5.1e-8,1.96e7
"2F7/2","4I15/2",177,24,66720.,6305.,165.52,0.003,0.0000235,42500.
"2F7/2","4I15/2",177,25,66720.,6437.,165.883,0.003,3.73e-6,267000.
"2F7/2","4I15/2",177,26,66720.,6530.,166.141,0.003,1.11e-6,900000.
"2F7/2","4F3/2",177,27,66720.,11599.,181.417,0.004,0.000283,3520.
"2F7/2","4F3/2",177,28,66720.,11641.,181.557,0.004,0.0000176,56500.
"2F7/2","2H9/2",177,29,66720.,12585.,184.723,0.004,0.00248,403.
"2F7/2","4F5/2",177,30,66720.,12599.,184.77,0.004,0.000255,3910.
"2F7/2","4F5/2",177,31,66720.,12640.,184.912,0.004,0.00352,283.
"2F7/2","4F5/2",177,32,66720.,12684.,185.06,0.004,0.00357,279.
"2F7/2","4F5/2",177,33,66720.,12709.,185.147,0.004,0.00171,581.
"2F7/2","2H9/2",177,34,66720.,12769.,185.354,0.004,0.00496,201.
"2F7/2","2H9/2",177,35,66720.,12856.,185.652,0.004,0.00948,105.
"2F7/2","2H9/2",177,36,66720.,12884.,185.747,0.004,0.000129,7710.
"2F7/2","4F7/2",177,37,66720.,13525.,187.986,0.004,1.25e-6,796000.
"2F7/2","4F7/2",177,38,66720.,13594.,188.231,0.005,0.0000267,37300.
"2F7/2","4S3/2",177,39,66720.,13674.,188.516,0.005,0.000298,3340.
"2F7/2","4S3/2",177,40,66720.,13682.,188.544,0.005,0.0000647,15400.
"2F7/2","4F7/2",177,41,66720.,13693.,188.583,0.005,0.000352,2830.
"2F7/2","4F7/2",177,42,66720.,13728.,188.706,0.005,0.00363,274.
"2F7/2","4F9/2",177,43,66720.,14845.,192.769,0.005,0.00118,847.
"2F7/2","4F9/2",177,44,66720.,14864.,192.842,0.005,0.00771,129.
"2F7/2","4F9/2",177,45,66720.,14896.,192.959,0.005,0.00339,294.
"2F7/2","4F9/2",177,46,66720.,14930.,193.087,0.005,0.00971,102.
"2F7/2","4F9/2",177,47,66720.,14959.,193.196,0.005,0.000152,6550.
"2F7/2","2H11/2",177,48,66720.,16032.,197.283,0.005,0.0314,31.7
"2F7/2","2H11/2",177,49,66720.,16049.,197.352,0.005,0.0047,212.
"2F7/2","2H11/2",177,50,66720.,16055.,197.374,0.005,0.000698,1430.
"2F7/2","2H11/2",177,51,66720.,16073.,197.444,0.005,0.0255,39.1
"2F7/2","2H11/2",177,52,66720.,16100.,197.548,0.005,0.00363,274.
"2F7/2","2H11/2",177,53,66720.,16142.,197.713,0.005,0.0243,41.
"2F7/2","4G5/2",177,54,66720.,17303.,202.36,0.005,0.00024,4150.
"2F7/2","4G5/2",177,55,66720.,17321.,202.433,0.005,0.00434,230.
"2F7/2","4G5/2",177,56,66720.,17362.,202.602,0.005,0.000203,4920.
"2F7/2","4G7/2",177,57,66720.,17495.,203.148,0.005,0.00116,857.
"2F7/2","2G7/2",177,58,66720.,17515.,203.231,0.005,0.00338,295.
"2F7/2","4G5/2",177,59,66720.,17569.,203.456,0.005,0.000894,1110.
"2F7/2","4G5/2",177,60,66720.,17610.,203.622,0.005,0.00106,938.
"2F7/2","4G7/2",177,61,66720.,19137.,210.157,0.006,0.00216,461.
"2F7/2","4G7/2",177,62,66720.,19246.,210.641,0.006,0.00302,330.
"2F7/2","4G7/2",177,63,66720.,19269.,210.744,0.006,0.00271,368.
"2F7/2","4G7/2",177,64,66720.,19325.,210.992,0.006,0.0000175,56900.
"2F7/2","2K13/2",177,65,66720.,19576.,212.116,0.006,0.00956,104.
"2F7/2","4G9/2",177,66,66720.,19627.,212.344,0.006,0.0084,118.
"2F7/2","4G9/2",177,67,66720.,19643.,212.419,0.006,0.00462,216.
"2F7/2","4G9/2",177,68,66720.,19685.,212.608,0.006,0.0397,25.1
"2F7/2","4G9/2",177,69,66720.,19700.,212.677,0.006,0.00724,138.
"2F7/2","4G9/2",177,70,66720.,19731.,212.816,0.006,0.0155,64.1
"2F7/2","2K13/2",177,71,66720.,19747.,212.887,0.006,0.000988,1010.
"2F7/2","2K13/2",177,72,66720.,19793.,213.095,0.006,0.00441,226.
"2F7/2","2K13/2",177,73,66720.,19839.,213.307,0.006,0.00346,288.
"2F7/2","2K13/2",177,74,66720.,19898.,213.574,0.006,0.0212,47.1
"2F7/2","2K13/2",177,75,66720.,19952.,213.822,0.006,0.00374,266.
"2F7/2","2K13/2",177,76,66720.,19977.,213.935,0.006,0.0000706,14100.
"2F7/2","2G9/2",177,77,66720.,21155.,219.465,0.006,0.0136,73.4
"2F7/2","2G9/2",177,78,66720.,21184.,219.606,0.006,0.00534,187.
"2F7/2","2G9/2",177,79,66720.,21206.,219.714,0.006,0.00789,126.
"2F7/2","2G9/2",177,80,66720.,21246.,219.903,0.006,0.0261,38.1
"2F7/2","2G9/2",177,81,66720.,21275.,220.044,0.006,0.0223,44.8
"2F7/2","2D3/2",177,82,66720.,21342.,220.372,0.006,0.0177,56.3
"2F7/2","2D3/2",177,83,66720.,21360.,220.455,0.006,0.00727,137.
"2F7/2","4G11/2",177,84,66720.,21540.,221.336,0.006,0.00175,568.
"2F7/2","4G11/2",177,85,66720.,21625.,221.753,0.006,0.00105,952.
"2F7/2","2K15/2",177,86,66720.,21641.,221.831,0.006,0.00324,308.
"2F7/2","4G11/2",177,87,66720.,21712.,222.183,0.006,0.00266,375.
"2F7/2","2K15/2",177,88,66720.,21765.,222.444,0.006,0.00494,202.
"2F7/2","2K15/2",177,89,66720.,21778.,222.509,0.007,0.000019,52400.
"2F7/2","4G11/2",177,90,66720.,21791.,222.57,0.007,0.00183,546.
"2F7/2","4G11/2",177,91,66720.,21819.,222.709,0.007,0.000948,1050.
"2F7/2","4G11/2",177,92,66720.,21831.,222.769,0.007,0.0000733,13600.
"2F7/2","2K15/2",177,93,66720.,21872.,222.973,0.007,0.00261,382.
"2F7/2","2K15/2",177,94,66720.,21894.,223.083,0.007,0.00353,282.
"2F7/2","2K15/2",177,95,66720.,21941.,223.316,0.007,0.0267,37.4
"2F7/2","2K15/2",177,96,66720.,21967.,223.449,0.007,0.00521,191.
"2F7/2","4G11/2",177,97,66720.,21997.,223.596,0.007,0.000443,2250.
"2F7/2","2P1/2",177,98,66720.,23467.,231.197,0.007,0.000081,12300.
"2F7/2","2D5/2",177,99,66720.,23988.,234.018,0.007,0.00186,537.
"2F7/2","2D5/2",177,100,66720.,24038.,234.29,0.007,0.018,55.3
"2F7/2","2D5/2",177,101,66720.,24078.,234.51,0.007,0.0409,24.4
"2F7/2","2P3/2",177,102,66720.,26391.,247.96,0.008,0.00401,249.
"2F7/2","2P3/2",177,103,66720.,26427.,248.18,0.008,0.000898,1110.
"2F7/2","4D3/2",177,104,66720.,28346.,260.589,0.009,0.0267,37.3
"2F7/2","4D3/2",177,105,66720.,28375.,260.789,0.009,0.00299,333.
"2F7/2","4D5/2",177,106,66720.,28502.,261.659,0.009,0.0704,14.1
"2F7/2","4D5/2",177,107,66720.,28528.,261.837,0.009,0.00903,110.
"2F7/2","4D5/2",177,108,66720.,28675.,262.846,0.009,0.0034,293.
"2F7/2","4D1/2",177,109,66720.,28949.,264.753,0.009,0.00379,263.
"2F7/2","2I11/2",177,110,66720.,29470.,268.45,0.01,0.00912,109.
"2F7/2","2I11/2",177,111,66720.,29479.,268.52,0.01,0.00106,943.
"2F7/2","2I11/2",177,112,66720.,29561.,269.11,0.01,0.00745,134.
"2F7/2","2I11/2",177,113,66720.,29649.,269.75,0.01,0.000825,1210.
"2F7/2","2I11/2",177,114,66720.,29652.,269.77,0.01,0.000841,1180.
"2F7/2","2I11/2",177,115,66720.,29781.,270.71,0.01,0.00876,114.
"2F7/2","2L15/2",177,116,66720.,30274.,274.37,0.01,0.00192,520.
"2F7/2","2L15/2",177,117,66720.,30321.,274.72,0.01,0.00669,149.
"2F7/2","2L15/2",177,118,66720.,30366.,275.07,0.01,0.0199,50.2
"2F7/2","2L15/2",177,119,66720.,30475.,275.89,0.01,0.0215,46.4
"2F7/2","2L15/2",177,120,66720.,30526.,276.29,0.01,0.0119,83.8
"2F7/2","2L15/2",177,121,66720.,30540.,276.39,0.01,0.0148,67.5
"2F7/2","4D7/2",177,122,66720.,30595.,276.81,0.01,0.433,2.3
"2F7/2","2L15/2",177,123,66720.,30603.,276.87,0.01,0.0685,14.5
"2F7/2","4D7/2",177,124,66720.,30645.,277.2,0.01,0.595,1.67
"2F7/2","4D7/2",177,125,66720.,30692.,277.56,0.01,0.122,8.16
"2F7/2","2L15/2",177,126,66720.,30725.,277.81,0.01,0.00382,261.
"2F7/2","4D7/2",177,127,66720.,30798.,278.37,0.01,0.0842,11.8
"2F7/2","2I13/2",177,128,66720.,30863.,278.88,0.01,0.000104,9550.
"2F7/2","2I13/2",177,129,66720.,30901.,279.17,0.01,0.00276,361.
"2F7/2","2I13/2",177,130,66720.,30951.,279.56,0.01,0.0393,25.4
"2F7/2","2I13/2",177,131,66720.,31013.,280.06,0.01,0.00356,280.
"2F7/2","2I13/2",177,132,66720.,31032.,280.2,0.01,0.0247,40.3
"2F7/2","2I13/2",177,133,66720.,31057.,280.4,0.01,0.012,82.8
"2F7/2","2I13/2",177,134,66720.,31121.,280.9,0.01,0.01,99.6
"2F7/2","2L17/2",177,135,66720.,31771.,286.12,0.01,0.039,25.6
"2F7/2","2L17/2",177,136,66720.,31820.,286.53,0.01,0.0269,37.
"2F7/2","2L17/2",177,137,66720.,31853.,286.8,0.01,0.0868,11.5
"2F7/2","2L17/2",177,138,66720.,31986.,287.89,0.01,0.144,6.93
"2F7/2","2L17/2",177,139,66720.,31990.,287.93,0.01,0.0305,32.7
"2F7/2","2L17/2",177,140,66720.,32011.,288.1,0.01,0.00447,223.
"2F7/2","2L17/2",177,141,66720.,32033.,288.29,0.01,0.00311,320.
"2F7/2","2L17/2",177,142,66720.,32077.,288.65,0.01,0.144,6.9
"2F7/2","2L17/2",177,143,66720.,32175.,289.47,0.01,0.000674,1480.
"2F7/2","2H9/2",177,144,66720.,33039.,296.89,0.01,0.00033,3020.
"2F7/2","2H9/2",177,145,66720.,33120.,297.61,0.01,0.0151,65.8
"2F7/2","2H9/2",177,146,66720.,33181.,298.15,0.01,0.0213,46.8
"2F7/2","2H9/2",177,147,66720.,33229.,298.59,0.01,0.00732,136.
"2F7/2","2H9/2",177,148,66720.,33258.,298.84,0.01,0.00774,129.
"2F7/2","2D3/2",177,149,66720.,33620.,302.11,0.01,0.000974,1020.
"2F7/2","2D3/2",177,150,66720.,33651.,302.39,0.01,0.0109,91.1
"2F7/2","2H11/2",177,151,66720.,34267.,308.13,0.01,0.0222,45.
"2F7/2","2D5/2",177,152,66720.,34371.,309.12,0.01,0.0224,44.5
"2F7/2","2D5/2",177,153,66720.,34445.,309.84,0.01,0.0089,112.
"2F7/2","2H11/2",177,154,66720.,34504.,310.4,0.01,0.0925,10.8
"2F7/2","2H11/2",177,155,66720.,34537.,310.72,0.01,0.0112,88.7
"2F7/2","2H11/2",177,156,66720.,34581.,311.14,0.01,0.0365,27.3
"2F7/2","2D5/2",177,157,66720.,34662.,311.92,0.01,0.0567,17.6
"2F7/2","2H11/2",177,158,66720.,34726.,312.55,0.01,0.0623,16.
"2F7/2","2H11/2",177,159,66720.,34813.,313.41,0.01,0.0608,16.4
"2F7/2","2F5/2",177,160,66720.,38713.,357.04,0.01,0.352,2.83
"2F7/2","2F5/2",177,161,66720.,38768.,357.75,0.01,0.123,8.06
"2F7/2","2F5/2",177,162,66720.,38815.,358.36,0.01,0.0209,47.7
"2F7/2","2F7/2",177,163,66720.,40108.,375.76,0.01,0.0287,34.7
"2F7/2","2F7/2",177,164,66720.,40124.,375.98,0.01,0.00984,101.
"2F7/2","2F7/2",177,165,66720.,40179.,376.77,0.02,0.00698,143.
"2F7/2","2F7/2",177,166,66720.,40251.,377.79,0.02,0.0358,27.9
"2F7/2","2G9/2",177,167,66720.,47871.,530.52,0.03,0.00244,409.
"2F7/2","2G9/2",177,168,66720.,47891.,531.09,0.03,0.0671,14.8
"2F7/2","2G9/2",177,169,66720.,47958.,532.98,0.04,0.087,11.4
"2F7/2","2G9/2",177,170,66720.,48025.,534.9,0.04,0.0371,26.9
"2F7/2","2G9/2",177,171,66720.,48060.,535.91,0.04,0.0499,20.
"2F7/2","2G7/2",177,172,66720.,48853.,559.68,0.04,0.263,3.79
"2F7/2","2G7/2",177,173,66720.,48868.,560.17,0.04,0.0433,23.
"2F7/2","2G7/2",177,174,66720.,48980.,563.7,0.04,0.0925,10.8
"2F7/2","2G7/2",177,175,66720.,49072.,566.62,0.04,0.00292,341.
"2F7/2","2F7/2",177,176,66720.,66569.,66000.,600.,0.000352,2830.
"2F7/2","4I9/2",178,1,66776.,0.,149.754,0.003,0.000147,6760.
"2F7/2","4I9/2",178,2,66776.,44.,149.852,0.003,0.0003,3320.
"2F7/2","4I9/2",178,3,66776.,148.,150.087,0.003,0.000057,17500.
"2F7/2","4I9/2",178,4,66776.,299.,150.428,0.003,0.0000748,13300.
"2F7/2","4I9/2",178,5,66776.,508.,150.901,0.003,0.0000177,56200.
"2F7/2","4I11/2",178,6,66776.,1965.,154.295,0.003,3.95e-7,2.52e6
"2F7/2","4I11/2",178,7,66776.,2027.,154.442,0.003,3.47e-6,288000.
"2F7/2","4I11/2",178,8,66776.,2071.,154.546,0.003,1.59e-6,626000.
"2F7/2","4I11/2",178,9,66776.,2090.,154.592,0.003,1.88e-6,531000.
"2F7/2","4I11/2",178,10,66776.,2194.,154.84,0.003,0.000134,7440.
"2F7/2","4I11/2",178,11,66776.,2227.,154.92,0.003,0.0000407,24500.
"2F7/2","4I13/2",178,12,66776.,3903.,159.049,0.003,0.0000232,42900.
"2F7/2","4I13/2",178,13,66776.,3970.,159.22,0.003,7.5e-6,133000.
"2F7/2","4I13/2",178,14,66776.,4033.,159.381,0.003,2.9e-6,344000.
"2F7/2","4I13/2",178,15,66776.,4087.,159.518,0.003,0.0000111,89700.
"2F7/2","4I13/2",178,16,66776.,4116.,159.59,0.003,0.0000427,23300.
"2F7/2","4I13/2",178,17,66776.,4206.,159.819,0.003,6.11e-6,163000.
"2F7/2","4I13/2",178,18,66776.,4267.,159.977,0.003,0.0000447,22300.
"2F7/2","4I15/2",178,19,66776.,5796.,163.987,0.003,0.0000155,64200.
"2F7/2","4I15/2",178,20,66776.,5864.,164.17,0.003,0.0000609,16400.
"2F7/2","4I15/2",178,21,66776.,5991.,164.514,0.003,0.000265,3760.
"2F7/2","4I15/2",178,22,66776.,6155.,164.96,0.003,0.0000151,65800.
"2F7/2","4I15/2",178,23,66776.,6177.,165.019,0.003,0.000585,1700.
"2F7/2","4I15/2",178,24,66776.,6305.,165.367,0.003,0.0000393,25300.
"2F7/2","4I15/2",178,25,66776.,6437.,165.729,0.003,0.00008,12400.
"2F7/2","4I15/2",178,26,66776.,6530.,165.987,0.003,0.000118,8450.
"2F7/2","4F3/2",178,27,66776.,11599.,181.233,0.004,0.000601,1660.
"2F7/2","4F3/2",178,28,66776.,11641.,181.373,0.004,0.0000628,15900.
"2F7/2","2H9/2",178,29,66776.,12585.,184.532,0.004,0.000989,1010.
"2F7/2","4F5/2",178,30,66776.,12599.,184.58,0.004,8.2e-7,1.21e6
"2F7/2","4F5/2",178,31,66776.,12640.,184.721,0.004,0.00689,144.
"2F7/2","4F5/2",178,32,66776.,12684.,184.869,0.004,0.000153,6490.
"2F7/2","4F5/2",178,33,66776.,12709.,184.955,0.004,0.00136,731.
"2F7/2","2H9/2",178,34,66776.,12769.,185.162,0.004,0.00418,238.
"2F7/2","2H9/2",178,35,66776.,12856.,185.46,0.004,0.00142,703.
"2F7/2","2H9/2",178,36,66776.,12884.,185.555,0.004,0.0201,49.7
"2F7/2","4F7/2",178,37,66776.,13525.,187.789,0.004,0.000223,4460.
"2F7/2","4F7/2",178,38,66776.,13594.,188.033,0.005,0.0000706,14100.
"2F7/2","4S3/2",178,39,66776.,13674.,188.318,0.005,0.000359,2780.
"2F7/2","4S3/2",178,40,66776.,13682.,188.345,0.005,0.0002,4980.
"2F7/2","4F7/2",178,41,66776.,13693.,188.384,0.005,0.00146,682.
"2F7/2","4F7/2",178,42,66776.,13728.,188.507,0.005,0.000102,9780.
"2F7/2","4F9/2",178,43,66776.,14845.,192.562,0.005,0.000307,3250.
"2F7/2","4F9/2",178,44,66776.,14864.,192.634,0.005,0.0045,221.
"2F7/2","4F9/2",178,45,66776.,14896.,192.751,0.005,0.00091,1090.
"2F7/2","4F9/2",178,46,66776.,14930.,192.879,0.005,0.00983,101.
"2F7/2","4F9/2",178,47,66776.,14959.,192.988,0.005,0.0000631,15800.
"2F7/2","2H11/2",178,48,66776.,16032.,197.065,0.005,0.0112,88.8
"2F7/2","2H11/2",178,49,66776.,16049.,197.134,0.005,0.00485,205.
"2F7/2","2H11/2",178,50,66776.,16055.,197.157,0.005,0.0000211,47300.
"2F7/2","2H11/2",178,51,66776.,16073.,197.227,0.005,0.00101,986.
"2F7/2","2H11/2",178,52,66776.,16100.,197.33,0.005,0.0059,169.
"2F7/2","2H11/2",178,53,66776.,16142.,197.495,0.005,0.02,49.9
"2F7/2","4G5/2",178,54,66776.,17303.,202.131,0.005,0.00256,389.
"2F7/2","4G5/2",178,55,66776.,17321.,202.204,0.005,0.0155,64.3
"2F7/2","4G5/2",178,56,66776.,17362.,202.373,0.005,0.00704,141.
"2F7/2","4G7/2",178,57,66776.,17495.,202.917,0.005,0.00405,246.
"2F7/2","2G7/2",178,58,66776.,17515.,203.,0.005,0.00275,362.
"2F7/2","4G5/2",178,59,66776.,17569.,203.225,0.005,0.000198,5050.
"2F7/2","4G5/2",178,60,66776.,17610.,203.391,0.005,0.00853,117.
"2F7/2","4G7/2",178,61,66776.,19137.,209.91,0.006,0.000121,8230.
"2F7/2","4G7/2",178,62,66776.,19246.,210.393,0.006,0.00455,219.
"2F7/2","4G7/2",178,63,66776.,19269.,210.496,0.006,0.033,30.2
"2F7/2","4G7/2",178,64,66776.,19325.,210.744,0.006,0.00737,135.
"2F7/2","2K13/2",178,65,66776.,19576.,211.865,0.006,0.00179,557.
"2F7/2","4G9/2",178,66,66776.,19627.,212.093,0.006,0.0209,47.6
"2F7/2","4G9/2",178,67,66776.,19643.,212.167,0.006,0.0207,48.2
"2F7/2","4G9/2",178,68,66776.,19685.,212.355,0.006,0.00464,215.
"2F7/2","4G9/2",178,69,66776.,19700.,212.424,0.006,0.00307,325.
"2F7/2","4G9/2",178,70,66776.,19731.,212.563,0.006,0.0254,39.2
"2F7/2","2K13/2",178,71,66776.,19747.,212.634,0.006,0.0028,356.
"2F7/2","2K13/2",178,72,66776.,19793.,212.841,0.006,0.00154,646.
"2F7/2","2K13/2",178,73,66776.,19839.,213.053,0.006,0.00515,193.
"2F7/2","2K13/2",178,74,66776.,19898.,213.319,0.006,0.00321,310.
"2F7/2","2K13/2",178,75,66776.,19952.,213.567,0.006,0.00851,117.
"2F7/2","2K13/2",178,76,66776.,19977.,213.68,0.006,0.00299,334.
"2F7/2","2G9/2",178,77,66776.,21155.,219.196,0.006,0.000059,16900.
"2F7/2","2G9/2",178,78,66776.,21184.,219.337,0.006,0.0104,96.1
"2F7/2","2G9/2",178,79,66776.,21206.,219.444,0.006,0.0112,89.2
"2F7/2","2G9/2",178,80,66776.,21246.,219.633,0.006,0.0193,51.5
"2F7/2","2G9/2",178,81,66776.,21275.,219.774,0.006,0.0304,32.8
"2F7/2","2D3/2",178,82,66776.,21342.,220.101,0.006,0.0117,85.2
"2F7/2","2D3/2",178,83,66776.,21360.,220.184,0.006,0.00478,208.
"2F7/2","4G11/2",178,84,66776.,21540.,221.062,0.006,7.96e-6,125000.
"2F7/2","4G11/2",178,85,66776.,21625.,221.478,0.006,0.000772,1290.
"2F7/2","2K15/2",178,86,66776.,21641.,221.557,0.006,0.0068,146.
"2F7/2","4G11/2",178,87,66776.,21712.,221.907,0.006,0.000344,2900.
"2F7/2","2K15/2",178,88,66776.,21765.,222.168,0.006,0.0147,68.
"2F7/2","2K15/2",178,89,66776.,21778.,222.232,0.006,0.00514,194.
"2F7/2","4G11/2",178,90,66776.,21791.,222.293,0.006,0.002,499.
"2F7/2","4G11/2",178,91,66776.,21819.,222.432,0.006,0.027,37.
"2F7/2","4G11/2",178,92,66776.,21831.,222.492,0.007,0.000113,8790.
"2F7/2","2K15/2",178,93,66776.,21872.,222.695,0.007,0.00308,323.
"2F7/2","2K15/2",178,94,66776.,21894.,222.806,0.007,0.000406,2450.
"2F7/2","2K15/2",178,95,66776.,21941.,223.038,0.007,0.0317,31.4
"2F7/2","2K15/2",178,96,66776.,21967.,223.171,0.007,0.00892,112.
"2F7/2","4G11/2",178,97,66776.,21997.,223.317,0.007,0.0135,73.8
"2F7/2","2P1/2",178,98,66776.,23467.,230.898,0.007,0.00313,318.
"2F7/2","2D5/2",178,99,66776.,23988.,233.712,0.007,0.000552,1810.
"2F7/2","2D5/2",178,100,66776.,24038.,233.983,0.007,0.0643,15.5
"2F7/2","2D5/2",178,101,66776.,24078.,234.203,0.007,0.0292,34.2
"2F7/2","2P3/2",178,102,66776.,26391.,247.617,0.008,0.0107,93.1
"2F7/2","2P3/2",178,103,66776.,26427.,247.836,0.008,0.00397,251.
"2F7/2","4D3/2",178,104,66776.,28346.,260.21,0.009,0.0104,95.9
"2F7/2","4D3/2",178,105,66776.,28375.,260.409,0.009,0.005,199.
"2F7/2","4D5/2",178,106,66776.,28502.,261.277,0.009,0.0254,39.3
"2F7/2","4D5/2",178,107,66776.,28528.,261.454,0.009,0.0268,37.2
"2F7/2","4D5/2",178,108,66776.,28675.,262.46,0.009,0.0152,65.5
"2F7/2","4D1/2",178,109,66776.,28949.,264.361,0.009,0.000401,2490.
"2F7/2","2I11/2",178,110,66776.,29470.,268.05,0.01,0.00817,122.
"2F7/2","2I11/2",178,111,66776.,29479.,268.11,0.01,0.000395,2530.
"2F7/2","2I11/2",178,112,66776.,29561.,268.71,0.01,0.0156,63.9
"2F7/2","2I11/2",178,113,66776.,29649.,269.34,0.01,0.00873,114.
"2F7/2","2I11/2",178,114,66776.,29652.,269.36,0.01,0.00976,102.
"2F7/2","2I11/2",178,115,66776.,29781.,270.3,0.01,0.0203,49.1
"2F7/2","2L15/2",178,116,66776.,30274.,273.95,0.01,0.0267,37.4
"2F7/2","2L15/2",178,117,66776.,30321.,274.3,0.01,0.0767,13.
"2F7/2","2L15/2",178,118,66776.,30366.,274.65,0.01,0.0011,908.
"2F7/2","2L15/2",178,119,66776.,30475.,275.47,0.01,0.000994,1000.
"2F7/2","2L15/2",178,120,66776.,30526.,275.86,0.01,0.0213,46.8
"2F7/2","2L15/2",178,121,66776.,30540.,275.96,0.01,0.000128,7760.
"2F7/2","4D7/2",178,122,66776.,30595.,276.38,0.01,0.205,4.87
"2F7/2","2L15/2",178,123,66776.,30603.,276.45,0.01,0.0278,35.8
"2F7/2","4D7/2",178,124,66776.,30645.,276.77,0.01,0.0378,26.4
"2F7/2","4D7/2",178,125,66776.,30692.,277.13,0.01,0.338,2.95
"2F7/2","2L15/2",178,126,66776.,30725.,277.38,0.01,0.0383,26.1
"2F7/2","4D7/2",178,127,66776.,30798.,277.94,0.01,0.012,83.3
"2F7/2","2I13/2",178,128,66776.,30863.,278.44,0.01,0.0726,13.7
"2F7/2","2I13/2",178,129,66776.,30901.,278.74,0.01,0.0416,23.9
"2F7/2","2I13/2",178,130,66776.,30951.,279.13,0.01,0.0000305,32700.
"2F7/2","2I13/2",178,131,66776.,31013.,279.62,0.01,0.0237,42.
"2F7/2","2I13/2",178,132,66776.,31032.,279.76,0.01,0.0417,23.9
"2F7/2","2I13/2",178,133,66776.,31057.,279.96,0.01,0.0641,15.5
"2F7/2","2I13/2",178,134,66776.,31121.,280.46,0.01,0.107,9.32
"2F7/2","2L17/2",178,135,66776.,31771.,285.67,0.01,0.0088,113.
"2F7/2","2L17/2",178,136,66776.,31820.,286.07,0.01,0.0472,21.1
"2F7/2","2L17/2",178,137,66776.,31853.,286.34,0.01,0.0921,10.8
"2F7/2","2L17/2",178,138,66776.,31986.,287.43,0.01,0.0433,23.
"2F7/2","2L17/2",178,139,66776.,31990.,287.46,0.01,0.0323,30.9
"2F7/2","2L17/2",178,140,66776.,32011.,287.64,0.01,0.0119,83.4
"2F7/2","2L17/2",178,141,66776.,32033.,287.82,0.01,0.0446,22.4
"2F7/2","2L17/2",178,142,66776.,32077.,288.19,0.01,0.0116,85.5
"2F7/2","2L17/2",178,143,66776.,32175.,289.01,0.01,0.197,5.05
"2F7/2","2H9/2",178,144,66776.,33039.,296.4,0.01,0.000221,4510.
"2F7/2","2H9/2",178,145,66776.,33120.,297.12,0.01,0.0167,59.5
"2F7/2","2H9/2",178,146,66776.,33181.,297.66,0.01,0.0183,54.5
"2F7/2","2H9/2",178,147,66776.,33229.,298.09,0.01,0.00634,157.
"2F7/2","2H9/2",178,148,66776.,33258.,298.35,0.01,0.00488,204.
"2F7/2","2D3/2",178,149,66776.,33620.,301.6,0.01,0.000429,2320.
"2F7/2","2D3/2",178,150,66776.,33651.,301.88,0.01,0.0611,16.3
"2F7/2","2H11/2",178,151,66776.,34267.,307.6,0.01,0.0219,45.5
"2F7/2","2D5/2",178,152,66776.,34371.,308.59,0.01,0.0275,36.2
"2F7/2","2D5/2",178,153,66776.,34445.,309.3,0.01,0.035,28.4
"2F7/2","2H11/2",178,154,66776.,34504.,309.86,0.01,0.0724,13.8
"2F7/2","2H11/2",178,155,66776.,34537.,310.18,0.01,0.111,8.94
"2F7/2","2H11/2",178,156,66776.,34581.,310.6,0.01,0.0528,18.9
"2F7/2","2D5/2",178,157,66776.,34662.,311.38,0.01,0.00141,708.
"2F7/2","2H11/2",178,158,66776.,34726.,312.,0.01,0.0425,23.5
"2F7/2","2H11/2",178,159,66776.,34813.,312.86,0.01,0.0188,53.1
"2F7/2","2F5/2",178,160,66776.,38713.,356.33,0.01,0.213,4.67
"2F7/2","2F5/2",178,161,66776.,38768.,357.04,0.01,0.364,2.74
"2F7/2","2F5/2",178,162,66776.,38815.,357.64,0.01,0.000279,3570.
"2F7/2","2F7/2",178,163,66776.,40108.,374.97,0.01,0.00403,247.
"2F7/2","2F7/2",178,164,66776.,40124.,375.2,0.01,0.0266,37.5
"2F7/2","2F7/2",178,165,66776.,40179.,375.98,0.01,0.0142,70.3
"2F7/2","2F7/2",178,166,66776.,40251.,376.99,0.02,0.0134,74.2
"2F7/2","2G9/2",178,167,66776.,47871.,528.95,0.03,0.00453,220.
"2F7/2","2G9/2",178,168,66776.,47891.,529.52,0.03,0.0897,11.1
"2F7/2","2G9/2",178,169,66776.,47958.,531.4,0.03,0.109,9.1
"2F7/2","2G9/2",178,170,66776.,48025.,533.3,0.04,0.139,7.15
"2F7/2","2G9/2",178,171,66776.,48060.,534.31,0.04,0.029,34.4
"2F7/2","2G7/2",178,172,66776.,48853.,557.93,0.04,0.0112,89.1
"2F7/2","2G7/2",178,173,66776.,48868.,558.42,0.04,0.0505,19.7
"2F7/2","2G7/2",178,174,66776.,48980.,561.93,0.04,0.109,9.14
"2F7/2","2G7/2",178,175,66776.,49072.,564.83,0.04,0.0307,32.5
"2F7/2","2F7/2",178,176,66776.,66569.,48200.,300.,0.000455,2190.
