"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"2L17/2","2K15/2",135,94,31771.,21893.,1012.,1.,0.0069,144.
"2L17/2","2K15/2",135,95,31771.,21939.,1017.,1.,0.00994,100.
"2L17/2","2K15/2",135,96,31771.,21966.,1019.,1.,0.00679,147.
"2L17/2","4G11/2",135,97,31771.,21996.,1022.,1.,0.0225,44.4
"2L17/2","2P1/2",135,98,31771.,23468.,1204.,2.,0.000104,9590.
"2L17/2","2D5/2",135,99,31771.,23989.,1284.,3.,0.00153,653.
"2L17/2","2D5/2",135,100,31771.,24039.,1293.,3.,0.00571,174.
"2L17/2","2D5/2",135,101,31771.,24080.,1300.,3.,0.0051,195.
"2L17/2","2P3/2",135,102,31771.,26392.,1858.,6.,0.0000696,14300.
"2L17/2","2P3/2",135,103,31771.,26428.,1871.,6.,0.000171,5840.
"2L17/2","4D3/2",135,104,31771.,28348.,2920.,10.,0.00014,7090.
"2L17/2","4D3/2",135,105,31771.,28376.,2940.,10.,0.000648,1540.
"2L17/2","4D5/2",135,106,31771.,28505.,3060.,10.,0.00115,865.
"2L17/2","4D5/2",135,107,31771.,28531.,3080.,10.,0.0000251,39700.
"2L17/2","4D5/2",135,108,31771.,28679.,3230.,10.,0.00769,129.
"2L17/2","4D1/2",135,109,31771.,28943.,3530.,20.,9.55e-6,104000.
"2L17/2","2I11/2",135,110,31771.,29471.,4340.,30.,0.00168,593.
"2L17/2","2I11/2",135,111,31771.,29481.,4360.,30.,0.000529,1880.
"2L17/2","2I11/2",135,112,31771.,29564.,4530.,30.,0.00397,251.
"2L17/2","2I11/2",135,113,31771.,29650.,4710.,40.,0.0000111,89600.
"2L17/2","2I11/2",135,114,31771.,29653.,4720.,40.,0.000576,1730.
"2L17/2","2I11/2",135,115,31771.,29781.,5020.,40.,0.0001,9970.
"2L17/2","2L15/2",135,116,31771.,30274.,6670.,80.,0.0135,73.5
"2L17/2","2L15/2",135,117,31771.,30320.,6880.,80.,0.000346,2880.
"2L17/2","2L15/2",135,118,31771.,30366.,7110.,90.,0.000852,1170.
"2L17/2","2L15/2",135,119,31771.,30477.,7700.,100.,0.000693,1440.
"2L17/2","2L15/2",135,120,31771.,30529.,8000.,100.,0.000181,5510.
"2L17/2","2L15/2",135,121,31771.,30540.,8100.,100.,0.000202,4930.
"2L17/2","4D7/2",135,122,31771.,30597.,8500.,100.,4.03e-6,247000.
"2L17/2","2L15/2",135,123,31771.,30604.,8500.,100.,0.0000627,15900.
"2L17/2","4D7/2",135,124,31771.,30647.,8800.,100.,6.91e-6,144000.
"2L17/2","4D7/2",135,125,31771.,30696.,9200.,100.,0.000234,4260.
"2L17/2","2L15/2",135,126,31771.,30725.,9500.,100.,2.94e-7,3.4e6
"2L17/2","4D7/2",135,127,31771.,30801.,10300.,100.,0.0000284,35100.
"2L17/2","2I13/2",135,128,31771.,30863.,11000.,200.,0.0000156,63700.
"2L17/2","2I13/2",135,129,31771.,30902.,11500.,200.,0.000319,3120.
"2L17/2","2I13/2",135,130,31771.,30952.,12200.,200.,0.0000285,35000.
"2L17/2","2I13/2",135,131,31771.,31013.,13100.,300.,0.00491,203.
"2L17/2","2I13/2",135,132,31771.,31033.,13500.,300.,0.00228,438.
"2L17/2","2I13/2",135,133,31771.,31057.,13900.,300.,0.0017,586.
"2L17/2","2I13/2",135,134,31771.,31122.,15300.,400.,0.000736,1350.
"2L17/2","4I9/2",136,1,31820.,0.,314.2,0.1,0.0000559,17800.
"2L17/2","4I9/2",136,2,31820.,47.,314.7,0.1,0.000187,5330.
"2L17/2","4I9/2",136,3,31820.,149.,315.7,0.1,0.0000289,34500.
"2L17/2","4I9/2",136,4,31820.,300.,317.2,0.1,0.000164,6080.
"2L17/2","4I9/2",136,5,31820.,508.,319.3,0.1,0.000174,5720.
"2L17/2","4I11/2",136,6,31820.,1975.,335.,0.2,0.000399,2500.
"2L17/2","4I11/2",136,7,31820.,2038.,335.7,0.2,0.00014,7100.
"2L17/2","4I11/2",136,8,31820.,2081.,336.2,0.2,0.000482,2070.
"2L17/2","4I11/2",136,9,31820.,2100.,336.4,0.2,0.000184,5410.
"2L17/2","4I11/2",136,10,31820.,2203.,337.6,0.2,0.000388,2570.
"2L17/2","4I11/2",136,11,31820.,2236.,338.,0.2,0.0000335,29800.
"2L17/2","4I13/2",136,12,31820.,3914.,358.3,0.2,7.18e-6,139000.
"2L17/2","4I13/2",136,13,31820.,3982.,359.2,0.2,0.000303,3290.
"2L17/2","4I13/2",136,14,31820.,4045.,360.,0.2,9.17e-6,108000.
"2L17/2","4I13/2",136,15,31820.,4099.,360.7,0.2,0.000234,4260.
"2L17/2","4I13/2",136,16,31820.,4127.,361.1,0.2,0.000134,7410.
"2L17/2","4I13/2",136,17,31820.,4217.,362.2,0.2,0.0000844,11800.
"2L17/2","4I13/2",136,18,31820.,4278.,363.,0.2,0.0000319,31200.
"2L17/2","4I15/2",136,19,31820.,5802.,384.3,0.2,0.00147,676.
"2L17/2","4I15/2",136,20,31820.,5871.,385.3,0.2,0.00411,242.
"2L17/2","4I15/2",136,21,31820.,5998.,387.2,0.2,0.000223,4470.
"2L17/2","4I15/2",136,22,31820.,6162.,389.7,0.2,0.0023,434.
"2L17/2","4I15/2",136,23,31820.,6183.,390.,0.2,0.00544,183.
"2L17/2","4I15/2",136,24,31820.,6312.,392.,0.2,0.0000786,12700.
"2L17/2","4I15/2",136,25,31820.,6443.,394.,0.2,0.002,498.
"2L17/2","4I15/2",136,26,31820.,6536.,395.5,0.2,0.00199,500.
"2L17/2","4F3/2",136,27,31820.,11600.,494.5,0.4,0.0000115,86700.
"2L17/2","4F3/2",136,28,31820.,11643.,495.6,0.4,0.0000161,62000.
"2L17/2","2H9/2",136,29,31820.,12582.,519.8,0.4,0.000574,1740.
"2L17/2","4F5/2",136,30,31820.,12600.,520.3,0.4,0.000048,20800.
"2L17/2","4F5/2",136,31,31820.,12638.,521.3,0.4,0.000012,82900.
"2L17/2","4F5/2",136,32,31820.,12685.,522.6,0.5,0.00452,220.
"2L17/2","4F5/2",136,33,31820.,12708.,523.2,0.5,0.0000318,31300.
"2L17/2","2H9/2",136,34,31820.,12766.,524.8,0.5,0.0000504,19800.
"2L17/2","2H9/2",136,35,31820.,12851.,527.1,0.5,0.000344,2890.
"2L17/2","2H9/2",136,36,31820.,12879.,527.9,0.5,0.0025,398.
"2L17/2","4F7/2",136,37,31820.,13524.,546.5,0.5,0.000304,3280.
"2L17/2","4F7/2",136,38,31820.,13593.,548.6,0.5,0.0000897,11100.
"2L17/2","4S3/2",136,39,31820.,13676.,551.1,0.5,0.0000312,31900.
"2L17/2","4S3/2",136,40,31820.,13685.,551.4,0.5,0.0000288,34600.
"2L17/2","4F7/2",136,41,31820.,13692.,551.6,0.5,0.0000435,22900.
"2L17/2","4F7/2",136,42,31820.,13726.,552.6,0.5,0.00179,557.
"2L17/2","4F9/2",136,43,31820.,14847.,589.1,0.6,0.0000766,13000.
"2L17/2","4F9/2",136,44,31820.,14867.,589.8,0.6,0.0000532,18700.
"2L17/2","4F9/2",136,45,31820.,14898.,590.9,0.6,0.000143,6950.
"2L17/2","4F9/2",136,46,31820.,14933.,592.1,0.6,0.0219,45.4
"2L17/2","4F9/2",136,47,31820.,14962.,593.2,0.6,0.00277,360.
"2L17/2","2H11/2",136,48,31820.,16029.,633.2,0.7,0.032,31.2
"2L17/2","2H11/2",136,49,31820.,16046.,633.9,0.7,0.00287,348.
"2L17/2","2H11/2",136,50,31820.,16052.,634.2,0.7,0.0324,30.7
"2L17/2","2H11/2",136,51,31820.,16070.,634.9,0.7,0.00261,382.
"2L17/2","2H11/2",136,52,31820.,16096.,636.,0.7,0.0158,63.1
"2L17/2","2H11/2",136,53,31820.,16139.,637.7,0.7,0.00626,159.
"2L17/2","4G5/2",136,54,31820.,17304.,688.8,0.8,0.000628,1590.
"2L17/2","4G5/2",136,55,31820.,17323.,689.8,0.8,0.0000491,20300.
"2L17/2","4G5/2",136,56,31820.,17363.,691.7,0.8,0.000554,1800.
"2L17/2","4G7/2",136,57,31820.,17496.,698.1,0.8,0.000175,5690.
"2L17/2","2G7/2",136,58,31820.,17517.,699.1,0.8,0.0039,256.
"2L17/2","4G5/2",136,59,31820.,17569.,701.7,0.9,0.00024,4140.
"2L17/2","4G5/2",136,60,31820.,17609.,703.7,0.9,0.0000289,34400.
"2L17/2","4G7/2",136,61,31820.,19141.,788.,1.,0.00183,543.
"2L17/2","4G7/2",136,62,31820.,19250.,795.,1.,0.000243,4090.
"2L17/2","4G7/2",136,63,31820.,19274.,797.,1.,0.000446,2230.
"2L17/2","4G7/2",136,64,31820.,19329.,800.,1.,0.00186,537.
"2L17/2","2K13/2",136,65,31820.,19575.,816.,1.,0.0108,92.4
"2L17/2","2K13/2",136,66,31820.,19629.,820.,1.,0.022,45.2
"2L17/2","4G9/2",136,67,31820.,19647.,821.,1.,0.00185,539.
"2L17/2","4G9/2",136,68,31820.,19691.,824.,1.,0.000962,1030.
"2L17/2","4G9/2",136,69,31820.,19705.,825.,1.,0.000309,3230.
"2L17/2","4G9/2",136,70,31820.,19736.,827.,1.,0.00041,2430.
"2L17/2","4G9/2",136,71,31820.,19747.,828.,1.,0.00278,359.
"2L17/2","2K13/2",136,72,31820.,19794.,831.,1.,0.00189,526.
"2L17/2","2K13/2",136,73,31820.,19843.,834.,1.,0.00295,338.
"2L17/2","2K13/2",136,74,31820.,19898.,838.,1.,0.00158,632.
"2L17/2","2K13/2",136,75,31820.,19952.,842.,1.,0.000427,2330.
"2L17/2","2K13/2",136,76,31820.,19976.,844.,1.,0.00206,483.
"2L17/2","2G9/2",136,77,31820.,21154.,937.,1.,0.00473,211.
"2L17/2","2G9/2",136,78,31820.,21182.,940.,1.,0.00864,115.
"2L17/2","2G9/2",136,79,31820.,21204.,942.,1.,0.0409,24.4
"2L17/2","2G9/2",136,80,31820.,21246.,945.,1.,0.04,24.9
"2L17/2","2G9/2",136,81,31820.,21274.,948.,1.,0.00911,109.
"2L17/2","2D3/2",136,82,31820.,21343.,954.,1.,0.0848,11.7
"2L17/2","2D3/2",136,83,31820.,21361.,956.,1.,0.0171,58.3
"2L17/2","4G11/2",136,84,31820.,21540.,972.,1.,0.00221,452.
"2L17/2","4G11/2",136,85,31820.,21625.,980.,1.,0.0335,29.8
"2L17/2","2K15/2",136,86,31820.,21640.,982.,1.,0.123,8.08
"2L17/2","4G11/2",136,87,31820.,21712.,989.,1.,0.00298,334.
"2L17/2","2K15/2",136,88,31820.,21764.,994.,1.,0.0217,45.9
"2L17/2","2K15/2",136,89,31820.,21777.,995.,1.,0.0281,35.5
"2L17/2","4G11/2",136,90,31820.,21790.,997.,1.,0.0126,79.1
"2L17/2","4G11/2",136,91,31820.,21817.,999.,1.,0.0236,42.3
"2L17/2","4G11/2",136,92,31820.,21830.,1001.,1.,0.0115,86.3
"2L17/2","2K15/2",136,93,31820.,21872.,1005.,1.,0.00809,123.
"2L17/2","2K15/2",136,94,31820.,21893.,1007.,1.,0.0732,13.6
"2L17/2","2K15/2",136,95,31820.,21939.,1012.,1.,0.00111,894.
"2L17/2","2K15/2",136,96,31820.,21966.,1014.,1.,0.0000256,38900.
"2L17/2","4G11/2",136,97,31820.,21996.,1017.,1.,0.00175,570.
"2L17/2","2P1/2",136,98,31820.,23468.,1197.,2.,0.000717,1390.
"2L17/2","2D5/2",136,99,31820.,23989.,1277.,2.,0.00113,877.
"2L17/2","2D5/2",136,100,31820.,24039.,1285.,3.,0.00633,157.
"2L17/2","2D5/2",136,101,31820.,24080.,1291.,3.,0.0358,27.9
"2L17/2","2P3/2",136,102,31820.,26392.,1842.,6.,0.00147,676.
"2L17/2","2P3/2",136,103,31820.,26428.,1854.,6.,0.000561,1770.
"2L17/2","4D3/2",136,104,31820.,28348.,2880.,10.,0.00143,695.
"2L17/2","4D3/2",136,105,31820.,28376.,2900.,10.,0.000397,2510.
"2L17/2","4D5/2",136,106,31820.,28505.,3010.,10.,0.0133,75.
"2L17/2","4D5/2",136,107,31820.,28531.,3040.,10.,0.0000492,20300.
"2L17/2","4D5/2",136,108,31820.,28679.,3180.,10.,7.64e-6,130000.
"2L17/2","4D1/2",136,109,31820.,28943.,3470.,20.,0.000203,4920.
"2L17/2","2I11/2",136,110,31820.,29471.,4250.,30.,0.00168,595.
"2L17/2","2I11/2",136,111,31820.,29481.,4270.,30.,0.0035,285.
"2L17/2","2I11/2",136,112,31820.,29564.,4430.,30.,0.0106,94.3
"2L17/2","2I11/2",136,113,31820.,29650.,4600.,30.,0.00283,352.
"2L17/2","2I11/2",136,114,31820.,29653.,4610.,30.,0.0000715,13900.
"2L17/2","2I11/2",136,115,31820.,29781.,4900.,40.,0.00019,5250.
"2L17/2","2L15/2",136,116,31820.,30274.,6460.,70.,0.00121,826.
"2L17/2","2L15/2",136,117,31820.,30320.,6660.,80.,0.0161,61.9
"2L17/2","2L15/2",136,118,31820.,30366.,6880.,80.,0.00248,401.
"2L17/2","2L15/2",136,119,31820.,30477.,7400.,100.,0.0002,4980.
"2L17/2","2L15/2",136,120,31820.,30529.,7700.,100.,0.000152,6540.
"2L17/2","2L15/2",136,121,31820.,30540.,7800.,100.,0.0000889,11200.
"2L17/2","4D7/2",136,122,31820.,30597.,8100.,100.,0.000839,1190.
"2L17/2","2L15/2",136,123,31820.,30604.,8200.,100.,0.0000421,23700.
"2L17/2","4D7/2",136,124,31820.,30647.,8500.,100.,0.000114,8710.
"2L17/2","4D7/2",136,125,31820.,30696.,8800.,100.,0.0000398,25100.
"2L17/2","2L15/2",136,126,31820.,30725.,9100.,100.,0.00022,4520.
"2L17/2","4D7/2",136,127,31820.,30801.,9800.,100.,0.0000729,13700.
"2L17/2","2I13/2",136,128,31820.,30863.,10400.,200.,0.00033,3020.
"2L17/2","2I13/2",136,129,31820.,30902.,10800.,200.,0.0000398,25000.
"2L17/2","2I13/2",136,130,31820.,30952.,11500.,200.,0.00033,3020.
"2L17/2","2I13/2",136,131,31820.,31013.,12400.,200.,1.56e-6,640000.
"2L17/2","2I13/2",136,132,31820.,31033.,12700.,200.,0.000975,1020.
"2L17/2","2I13/2",136,133,31820.,31057.,13100.,300.,0.0000806,12300.
"2L17/2","2I13/2",136,134,31820.,31122.,14300.,300.,5.27e-6,189000.
"2L17/2","2L17/2",136,135,31820.,31771.,200000.,70000.,4.68e-6,213000.
"2L17/2","4I9/2",137,1,31856.,0.,313.9,0.1,0.0000359,27800.
"2L17/2","4I9/2",137,2,31856.,47.,314.3,0.1,5.13e-6,194000.
"2L17/2","4I9/2",137,3,31856.,149.,315.3,0.1,0.000139,7150.
"2L17/2","4I9/2",137,4,31856.,300.,316.9,0.1,0.000045,22100.
"2L17/2","4I9/2",137,5,31856.,508.,319.,0.1,9.87e-6,101000.
"2L17/2","4I11/2",137,6,31856.,1975.,334.6,0.2,0.000167,5970.
"2L17/2","4I11/2",137,7,31856.,2038.,335.3,0.2,0.000162,6130.
"2L17/2","4I11/2",137,8,31856.,2081.,335.8,0.2,0.00646,154.
"2L17/2","4I11/2",137,9,31856.,2100.,336.,0.2,0.000852,1170.
"2L17/2","4I11/2",137,10,31856.,2203.,337.2,0.2,0.00011,9050.
"2L17/2","4I11/2",137,11,31856.,2236.,337.6,0.2,1.69e-7,5.9e6
"2L17/2","4I13/2",137,12,31856.,3914.,357.8,0.2,0.0000264,37700.
"2L17/2","4I13/2",137,13,31856.,3982.,358.7,0.2,3.6e-6,277000.
"2L17/2","4I13/2",137,14,31856.,4045.,359.5,0.2,0.000153,6500.
"2L17/2","4I13/2",137,15,31856.,4099.,360.2,0.2,0.00185,540.
"2L17/2","4I13/2",137,16,31856.,4127.,360.6,0.2,0.000169,5890.
"2L17/2","4I13/2",137,17,31856.,4217.,361.8,0.2,0.0000585,17000.
"2L17/2","4I13/2",137,18,31856.,4278.,362.6,0.2,0.0000982,10100.
"2L17/2","4I15/2",137,19,31856.,5802.,383.8,0.2,0.000146,6840.
"2L17/2","4I15/2",137,20,31856.,5871.,384.8,0.2,0.00199,501.
"2L17/2","4I15/2",137,21,31856.,5998.,386.7,0.2,0.0000935,10600.
"2L17/2","4I15/2",137,22,31856.,6162.,389.1,0.2,0.000499,2000.
"2L17/2","4I15/2",137,23,31856.,6183.,389.5,0.2,0.012,82.7
"2L17/2","4I15/2",137,24,31856.,6312.,391.4,0.2,0.000383,2600.
"2L17/2","4I15/2",137,25,31856.,6443.,393.5,0.2,0.00348,287.
"2L17/2","4I15/2",137,26,31856.,6536.,394.9,0.2,0.00389,256.
"2L17/2","4F3/2",137,27,31856.,11600.,493.6,0.4,0.0000545,18300.
"2L17/2","4F3/2",137,28,31856.,11643.,494.7,0.4,0.00011,9080.
"2L17/2","2H9/2",137,29,31856.,12582.,518.8,0.4,0.000178,5600.
"2L17/2","4F5/2",137,30,31856.,12600.,519.3,0.4,0.0000529,18800.
"2L17/2","4F5/2",137,31,31856.,12638.,520.3,0.4,0.0000123,80600.
"2L17/2","4F5/2",137,32,31856.,12685.,521.6,0.5,0.000483,2060.
"2L17/2","4F5/2",137,33,31856.,12708.,522.2,0.5,3.52e-6,284000.
"2L17/2","2H9/2",137,34,31856.,12766.,523.8,0.5,0.0000898,11100.
"2L17/2","2H9/2",137,35,31856.,12851.,526.1,0.5,0.00087,1140.
"2L17/2","2H9/2",137,36,31856.,12879.,526.9,0.5,0.000816,1220.
"2L17/2","4F7/2",137,37,31856.,13524.,545.4,0.5,0.000198,5030.
"2L17/2","4F7/2",137,38,31856.,13593.,547.5,0.5,0.000152,6570.
"2L17/2","4S3/2",137,39,31856.,13676.,550.,0.5,2.14e-6,465000.
"2L17/2","4S3/2",137,40,31856.,13685.,550.3,0.5,0.000051,19500.
"2L17/2","4F7/2",137,41,31856.,13692.,550.5,0.5,0.000716,1390.
"2L17/2","4F7/2",137,42,31856.,13726.,551.5,0.5,0.0000551,18100.
"2L17/2","4F9/2",137,43,31856.,14847.,587.9,0.6,0.000612,1630.
"2L17/2","4F9/2",137,44,31856.,14867.,588.6,0.6,0.00104,959.
"2L17/2","4F9/2",137,45,31856.,14898.,589.7,0.6,0.00242,411.
"2L17/2","4F9/2",137,46,31856.,14933.,590.9,0.6,0.0117,84.9
"2L17/2","4F9/2",137,47,31856.,14962.,591.9,0.6,0.00137,725.
"2L17/2","2H11/2",137,48,31856.,16029.,631.8,0.7,0.059,16.9
"2L17/2","2H11/2",137,49,31856.,16046.,632.5,0.7,0.0744,13.4
"2L17/2","2H11/2",137,50,31856.,16052.,632.7,0.7,0.137,7.24
"2L17/2","2H11/2",137,51,31856.,16070.,633.5,0.7,0.0361,27.6
"2L17/2","2H11/2",137,52,31856.,16096.,634.5,0.7,0.0276,36.1
"2L17/2","2H11/2",137,53,31856.,16139.,636.2,0.7,0.00246,406.
"2L17/2","4G5/2",137,54,31856.,17304.,687.1,0.8,0.000027,36900.
"2L17/2","4G5/2",137,55,31856.,17323.,688.1,0.8,0.00146,680.
"2L17/2","4G5/2",137,56,31856.,17363.,689.9,0.8,0.00156,637.
"2L17/2","4G7/2",137,57,31856.,17496.,696.4,0.8,0.0000446,22400.
"2L17/2","2G7/2",137,58,31856.,17517.,697.4,0.8,0.00241,413.
"2L17/2","4G5/2",137,59,31856.,17569.,699.9,0.9,0.00213,467.
"2L17/2","4G5/2",137,60,31856.,17609.,701.9,0.9,0.0000645,15400.
"2L17/2","4G7/2",137,61,31856.,19141.,786.,1.,0.000149,6690.
"2L17/2","4G7/2",137,62,31856.,19250.,793.,1.,0.000952,1050.
"2L17/2","4G7/2",137,63,31856.,19274.,794.,1.,0.00262,380.
"2L17/2","4G7/2",137,64,31856.,19329.,798.,1.,0.000853,1170.
"2L17/2","2K13/2",137,65,31856.,19575.,814.,1.,0.00547,182.
"2L17/2","2K13/2",137,66,31856.,19629.,817.,1.,0.0216,46.2
"2L17/2","4G9/2",137,67,31856.,19647.,819.,1.,0.00483,206.
"2L17/2","4G9/2",137,68,31856.,19691.,822.,1.,0.00388,257.
"2L17/2","4G9/2",137,69,31856.,19705.,823.,1.,0.000873,1140.
"2L17/2","4G9/2",137,70,31856.,19736.,825.,1.,0.000062,16100.
"2L17/2","4G9/2",137,71,31856.,19747.,825.,1.,0.00707,141.
"2L17/2","2K13/2",137,72,31856.,19794.,829.,1.,0.0021,474.
"2L17/2","2K13/2",137,73,31856.,19843.,832.,1.,0.000102,9760.
"2L17/2","2K13/2",137,74,31856.,19898.,836.,1.,0.00892,112.
"2L17/2","2K13/2",137,75,31856.,19952.,840.,1.,0.00639,156.
"2L17/2","2K13/2",137,76,31856.,19976.,841.,1.,0.0117,84.9
"2L17/2","2G9/2",137,77,31856.,21154.,934.,1.,0.00672,148.
"2L17/2","2G9/2",137,78,31856.,21182.,936.,1.,0.0132,75.5
"2L17/2","2G9/2",137,79,31856.,21204.,938.,1.,0.00523,191.
"2L17/2","2G9/2",137,80,31856.,21246.,942.,1.,0.025,39.9
"2L17/2","2G9/2",137,81,31856.,21274.,945.,1.,0.0166,59.9
"2L17/2","2D3/2",137,82,31856.,21343.,951.,1.,0.0337,29.6
"2L17/2","2D3/2",137,83,31856.,21361.,952.,1.,0.0411,24.2
"2L17/2","4G11/2",137,84,31856.,21540.,969.,1.,0.00156,640.
"2L17/2","4G11/2",137,85,31856.,21625.,977.,1.,0.0378,26.4
"2L17/2","2K15/2",137,86,31856.,21640.,978.,1.,0.0711,14.
"2L17/2","4G11/2",137,87,31856.,21712.,985.,1.,0.321,3.11
"2L17/2","2K15/2",137,88,31856.,21764.,990.,1.,0.0995,10.
"2L17/2","2K15/2",137,89,31856.,21777.,992.,1.,0.0419,23.8
"2L17/2","4G11/2",137,90,31856.,21790.,993.,1.,0.00949,105.
"2L17/2","4G11/2",137,91,31856.,21817.,996.,1.,0.137,7.29
"2L17/2","4G11/2",137,92,31856.,21830.,997.,1.,0.0308,32.4
"2L17/2","2K15/2",137,93,31856.,21872.,1001.,1.,0.0214,46.6
"2L17/2","2K15/2",137,94,31856.,21893.,1003.,1.,0.106,9.38
"2L17/2","2K15/2",137,95,31856.,21939.,1008.,1.,0.00997,100.
"2L17/2","2K15/2",137,96,31856.,21966.,1011.,1.,0.00336,296.
"2L17/2","4G11/2",137,97,31856.,21996.,1014.,1.,0.0819,12.2
"2L17/2","2P1/2",137,98,31856.,23468.,1192.,2.,0.00039,2560.
"2L17/2","2D5/2",137,99,31856.,23989.,1271.,2.,0.000604,1650.
"2L17/2","2D5/2",137,100,31856.,24039.,1279.,3.,0.0119,83.4
"2L17/2","2D5/2",137,101,31856.,24080.,1286.,3.,0.00982,101.
"2L17/2","2P3/2",137,102,31856.,26392.,1830.,6.,0.000848,1170.
"2L17/2","2P3/2",137,103,31856.,26428.,1842.,6.,0.00021,4740.
"2L17/2","4D3/2",137,104,31856.,28348.,2850.,10.,0.000628,1590.
"2L17/2","4D3/2",137,105,31856.,28376.,2870.,10.,0.0000912,10900.
"2L17/2","4D5/2",137,106,31856.,28505.,2980.,10.,0.00219,454.
"2L17/2","4D5/2",137,107,31856.,28531.,3000.,10.,0.000105,9450.
"2L17/2","4D5/2",137,108,31856.,28679.,3140.,10.,0.00102,975.
"2L17/2","4D1/2",137,109,31856.,28943.,3430.,20.,0.0000371,26900.
"2L17/2","2I11/2",137,110,31856.,29471.,4190.,30.,0.000212,4700.
"2L17/2","2I11/2",137,111,31856.,29481.,4210.,30.,0.000911,1090.
"2L17/2","2I11/2",137,112,31856.,29564.,4360.,30.,0.00155,641.
"2L17/2","2I11/2",137,113,31856.,29650.,4530.,30.,0.00002,49700.
"2L17/2","2I11/2",137,114,31856.,29653.,4540.,30.,0.003,332.
"2L17/2","2I11/2",137,115,31856.,29781.,4820.,40.,0.00115,866.
"2L17/2","2L15/2",137,116,31856.,30274.,6320.,70.,0.00209,476.
"2L17/2","2L15/2",137,117,31856.,30320.,6510.,70.,0.00133,750.
"2L17/2","2L15/2",137,118,31856.,30366.,6710.,80.,0.015,66.2
"2L17/2","2L15/2",137,119,31856.,30477.,7250.,90.,0.000319,3130.
"2L17/2","2L15/2",137,120,31856.,30529.,7500.,100.,0.000126,7900.
"2L17/2","2L15/2",137,121,31856.,30540.,7600.,100.,0.000533,1870.
"2L17/2","4D7/2",137,122,31856.,30597.,7900.,100.,0.000145,6880.
"2L17/2","2L15/2",137,123,31856.,30604.,7900.,100.,0.000561,1770.
"2L17/2","4D7/2",137,124,31856.,30647.,8200.,100.,0.0000658,15100.
"2L17/2","4D7/2",137,125,31856.,30696.,8600.,100.,0.0000425,23500.
"2L17/2","2L15/2",137,126,31856.,30725.,8800.,100.,0.0000622,16000.
"2L17/2","4D7/2",137,127,31856.,30801.,9400.,100.,0.0000796,12500.
"2L17/2","2I13/2",137,128,31856.,30863.,10000.,100.,0.000509,1960.
"2L17/2","2I13/2",137,129,31856.,30902.,10400.,200.,0.000809,1230.
"2L17/2","2I13/2",137,130,31856.,30952.,11000.,200.,0.000117,8520.
"2L17/2","2I13/2",137,131,31856.,31013.,11800.,200.,0.00124,801.
"2L17/2","2I13/2",137,132,31856.,31033.,12100.,200.,0.000474,2100.
"2L17/2","2I13/2",137,133,31856.,31057.,12500.,200.,0.000306,3250.
"2L17/2","2I13/2",137,134,31856.,31122.,13600.,300.,0.0000123,81100.
"2L17/2","2L17/2",137,135,31856.,31771.,110000.,20000.,0.0000139,71800.
"2L17/2","2L17/2",137,136,31856.,31820.,200000.,100000.,5.31e-7,1.88e6
"2L17/2","4I9/2",138,1,31989.,0.,312.6,0.1,0.000141,7070.
"2L17/2","4I9/2",138,2,31989.,47.,313.,0.1,0.000086,11600.
"2L17/2","4I9/2",138,3,31989.,149.,314.,0.1,0.000417,2390.
"2L17/2","4I9/2",138,4,31989.,300.,315.5,0.1,0.000322,3090.
"2L17/2","4I9/2",138,5,31989.,508.,317.6,0.1,0.0000677,14700.
"2L17/2","4I11/2",138,6,31989.,1975.,333.1,0.2,0.000145,6890.
"2L17/2","4I11/2",138,7,31989.,2038.,333.8,0.2,0.000661,1510.
"2L17/2","4I11/2",138,8,31989.,2081.,334.3,0.2,0.000425,2340.
"2L17/2","4I11/2",138,9,31989.,2100.,334.5,0.2,0.000497,2010.
"2L17/2","4I11/2",138,10,31989.,2203.,335.7,0.2,0.000119,8340.
"2L17/2","4I11/2",138,11,31989.,2236.,336.1,0.2,0.0000117,84800.
"2L17/2","4I13/2",138,12,31989.,3914.,356.1,0.2,9.98e-6,100000.
"2L17/2","4I13/2",138,13,31989.,3982.,357.,0.2,0.0000314,31700.
"2L17/2","4I13/2",138,14,31989.,4045.,357.8,0.2,0.000444,2240.
"2L17/2","4I13/2",138,15,31989.,4099.,358.5,0.2,0.00241,414.
"2L17/2","4I13/2",138,16,31989.,4127.,358.9,0.2,0.000205,4860.
"2L17/2","4I13/2",138,17,31989.,4217.,360.,0.2,0.0000705,14100.
"2L17/2","4I13/2",138,18,31989.,4278.,360.8,0.2,0.0000799,12500.
"2L17/2","4I15/2",138,19,31989.,5802.,381.8,0.2,0.000184,5400.
"2L17/2","4I15/2",138,20,31989.,5871.,382.8,0.2,0.00263,379.
"2L17/2","4I15/2",138,21,31989.,5998.,384.7,0.2,0.000833,1190.
"2L17/2","4I15/2",138,22,31989.,6162.,387.1,0.2,0.0019,525.
"2L17/2","4I15/2",138,23,31989.,6183.,387.5,0.2,0.00181,551.
"2L17/2","4I15/2",138,24,31989.,6312.,389.4,0.2,0.0157,63.3
"2L17/2","4I15/2",138,25,31989.,6443.,391.4,0.2,0.00333,300.
"2L17/2","4I15/2",138,26,31989.,6536.,392.8,0.2,0.000251,3970.
