"ψi:simple","ψf:simple","ψi:idx","ψf:idx","Ei/K","Ef/K","λ/nm","Δλ/nm","τ*n^3/s","AMD/n^3/s^-1"
"2G7/2","2I11/2",173,113,48872.,29650.,520.2,0.4,0.0000421,23700.
"2G7/2","2I11/2",173,114,48872.,29653.,520.3,0.4,0.00114,871.
"2G7/2","2I11/2",173,115,48872.,29781.,523.8,0.5,0.0174,57.2
"2G7/2","2L15/2",173,116,48872.,30274.,537.6,0.5,0.0115,86.4
"2G7/2","2L15/2",173,117,48872.,30320.,539.,0.5,0.00733,136.
"2G7/2","2L15/2",173,118,48872.,30366.,540.3,0.5,0.0279,35.7
"2G7/2","2L15/2",173,119,48872.,30477.,543.6,0.5,0.0267,37.3
"2G7/2","2L15/2",173,120,48872.,30529.,545.1,0.5,0.0159,62.6
"2G7/2","2L15/2",173,121,48872.,30540.,545.5,0.5,0.0334,29.8
"2G7/2","4D7/2",173,122,48872.,30597.,547.2,0.5,0.00617,161.
"2G7/2","2L15/2",173,123,48872.,30604.,547.4,0.5,0.106,9.42
"2G7/2","4D7/2",173,124,48872.,30647.,548.6,0.5,0.00181,551.
"2G7/2","4D7/2",173,125,48872.,30696.,550.1,0.5,0.00405,246.
"2G7/2","2L15/2",173,126,48872.,30725.,551.,0.5,0.00151,660.
"2G7/2","4D7/2",173,127,48872.,30801.,553.3,0.5,0.00654,152.
"2G7/2","2I13/2",173,128,48872.,30863.,555.3,0.5,0.0000651,15300.
"2G7/2","2I13/2",173,129,48872.,30902.,556.4,0.5,0.0000939,10600.
"2G7/2","2I13/2",173,130,48872.,30952.,558.,0.5,0.000245,4070.
"2G7/2","2I13/2",173,131,48872.,31013.,559.9,0.5,0.000319,3120.
"2G7/2","2I13/2",173,132,48872.,31033.,560.5,0.5,0.000358,2780.
"2G7/2","2I13/2",173,133,48872.,31057.,561.3,0.5,0.000409,2440.
"2G7/2","2I13/2",173,134,48872.,31122.,563.3,0.5,0.000314,3180.
"2G7/2","2L17/2",173,135,48872.,31771.,584.7,0.6,0.0000374,26700.
"2G7/2","2L17/2",173,136,48872.,31820.,586.4,0.6,0.0000536,18600.
"2G7/2","2L17/2",173,137,48872.,31856.,587.6,0.6,0.00535,186.
"2G7/2","2L17/2",173,138,48872.,31989.,592.3,0.6,0.0057,175.
"2G7/2","2L17/2",173,139,48872.,31991.,592.3,0.6,0.00343,291.
"2G7/2","2L17/2",173,140,48872.,32013.,593.1,0.6,0.00281,355.
"2G7/2","2L17/2",173,141,48872.,32034.,593.9,0.6,0.00108,918.
"2G7/2","2L17/2",173,142,48872.,32078.,595.4,0.6,0.000591,1690.
"2G7/2","2L17/2",173,143,48872.,32176.,598.9,0.6,0.000304,3280.
"2G7/2","2H9/2",173,144,48872.,33040.,631.6,0.7,0.000216,4620.
"2G7/2","2H9/2",173,145,48872.,33121.,634.8,0.7,0.0923,10.8
"2G7/2","2H9/2",173,146,48872.,33181.,637.3,0.7,0.0116,85.6
"2G7/2","2H9/2",173,147,48872.,33230.,639.3,0.7,0.039,25.6
"2G7/2","2H9/2",173,148,48872.,33259.,640.5,0.7,0.0935,10.6
"2G7/2","2D3/2",173,149,48872.,33622.,655.7,0.7,0.00148,674.
"2G7/2","2D3/2",173,150,48872.,33652.,657.,0.7,0.00216,462.
"2G7/2","2H11/2",173,151,48872.,34268.,684.7,0.8,0.0344,28.9
"2G7/2","2D5/2",173,152,48872.,34373.,689.7,0.8,0.0339,29.4
"2G7/2","2D5/2",173,153,48872.,34449.,693.3,0.8,0.051,19.5
"2G7/2","2H11/2",173,154,48872.,34505.,696.,0.8,0.0359,27.8
"2G7/2","2H11/2",173,155,48872.,34539.,697.7,0.8,0.00632,158.
"2G7/2","2H11/2",173,156,48872.,34582.,699.8,0.9,0.00704,141.
"2G7/2","2D5/2",173,157,48872.,34664.,703.8,0.9,0.047,21.2
"2G7/2","2H11/2",173,158,48872.,34728.,707.,0.9,0.00455,219.
"2G7/2","2H11/2",173,159,48872.,34814.,711.3,0.9,0.00207,480.
"2G7/2","2F5/2",173,160,48872.,38713.,984.,1.,0.0869,11.5
"2G7/2","2F5/2",173,161,48872.,38769.,989.,1.,0.0686,14.5
"2G7/2","2F5/2",173,162,48872.,38816.,994.,1.,0.00864,115.
"2G7/2","2F7/2",173,163,48872.,40108.,1141.,2.,0.00011,9020.
"2G7/2","2F7/2",173,164,48872.,40125.,1143.,2.,0.0081,123.
"2G7/2","2F7/2",173,165,48872.,40180.,1150.,2.,0.0151,66.
"2G7/2","2F7/2",173,166,48872.,40251.,1159.,2.,0.0197,50.6
"2G7/2","2G9/2",173,167,48872.,47872.,10000.,100.,0.00241,414.
"2G7/2","2G9/2",173,168,48872.,47892.,10200.,100.,0.000436,2290.
"2G7/2","2G9/2",173,169,48872.,47959.,10900.,200.,0.004,249.
"2G7/2","2G9/2",173,170,48872.,48026.,11800.,200.,6.35e-6,157000.
"2G7/2","2G9/2",173,171,48872.,48062.,12300.,200.,0.000293,3400.
"2G7/2","2G7/2",173,172,48872.,48856.,600000.,700000.,1.03e-10,9.66e9
"2G7/2","4I9/2",174,1,48982.,0.,204.15,0.07,9.86e-7,1.01e6
"2G7/2","4I9/2",174,2,48982.,47.,204.35,0.07,0.000101,9850.
"2G7/2","4I9/2",174,3,48982.,149.,204.77,0.07,0.00014,7120.
"2G7/2","4I9/2",174,4,48982.,300.,205.41,0.07,1.67e-6,595000.
"2G7/2","4I9/2",174,5,48982.,508.,206.29,0.07,0.000632,1580.
"2G7/2","4I11/2",174,6,48982.,1975.,212.73,0.08,0.0000268,37100.
"2G7/2","4I11/2",174,7,48982.,2038.,213.01,0.08,2.83e-7,3.52e6
"2G7/2","4I11/2",174,8,48982.,2081.,213.21,0.08,0.000289,3450.
"2G7/2","4I11/2",174,9,48982.,2100.,213.3,0.08,0.0000141,70700.
"2G7/2","4I11/2",174,10,48982.,2203.,213.77,0.08,6.46e-6,154000.
"2G7/2","4I11/2",174,11,48982.,2236.,213.92,0.08,0.000207,4830.
"2G7/2","4I13/2",174,12,48982.,3914.,221.88,0.09,0.0000228,43700.
